#Frame         mn_hd1       mn_hd2       mn_hd3
   10533       2.8453       2.2547       2.0548
   10534       2.4205       2.4115       2.1945
   10535       2.4485       2.1159       2.1532
   10536       2.4849       2.0941       2.1533
   10537       2.4729       2.1902       2.1952
   10538       2.3083       2.2244       2.3123
   10539       2.2840       2.1708       2.1720
   10540       2.3721       2.2271       2.2934
   10541       2.4279       2.3776       2.2973
   10542       2.5161       2.2559       2.3764
   10543       2.5795       2.4088       2.2437
   10544       2.2387       2.2352       2.1684
   10545       2.2330       2.2614       2.2275
   10546       2.4409       2.0557       2.4707
   10547       2.3888       2.0867       2.2874
   10548       2.4264       2.3013       2.2996
   10549       2.4378       2.3957       2.1468
   10550       2.6693       2.3059       2.2337
   10551       2.1698       2.3265       2.2388
   10552       2.4433       2.3428       2.1919
   10553       2.4050       2.3895       2.2282
   10554       2.2066       2.3980       2.2826
   10555       2.3065       2.4067       2.2473
   10556       2.3365       2.3061       2.2285
   10557       2.4205       2.3044       2.2361
   10558       2.4999       2.2003       2.1073
   10559       2.4427       2.2660       2.2758
   10560       2.3259       2.1572       2.2548
   10561       2.4161       2.1883       2.3260
   10562       2.3872       2.1952       2.1226
   10563       2.3611       2.1701       2.0438
   10564       2.4812       2.2294       2.1934
   10565       2.3221       2.1714       2.0798
   10566       2.6074       2.1458       2.1893
   10567       2.3988       2.3421       2.1261
   10568       2.3284       2.0941       2.3356
   10569       2.2424       2.2690       2.1918
   10570       2.4282       2.2212       2.0638
   10571       2.5316       2.2091       2.1003
   10572       2.4024       2.2233       2.1741
   10573       2.3026       2.0986       2.2738
   10574       2.4308       2.2979       2.3158
   10575       2.2080       2.3036       2.1737
   10576       2.3654       2.4442       2.2151
   10577       2.3704       2.2562       2.2167
   10578       2.3724       2.1766       2.2457
   10579       2.5114       2.3518       2.2415
   10580       2.2123       2.4322       2.3204
   10581       2.3348       2.2841       2.3471
   10582       2.2602       2.1111       2.2875
   10583       2.5598       2.3000       2.2361
   10584       2.3996       2.2604       2.1992
   10585       2.3600       2.4052       2.1171
   10586       2.2280       2.3666       2.2378
   10587       2.5484       2.3014       2.1680
   10588       2.2051       2.5397       2.3168
   10589       2.4545       2.2583       2.3087
   10590       2.4569       2.3669       2.3339
   10591       2.4797       2.3129       2.2216
   10592       2.3977       2.2654       2.2815
   10593       2.3358       2.2412       2.2511
   10594       2.4139       2.1478       2.2420
   10595       2.2266       2.3003       2.1679
   10596       2.4693       2.2254       2.2802
   10597       2.4007       2.2038       2.2111
   10598       2.5310       2.2901       2.2374
   10599       2.4383       2.2235       2.3283
   10600       2.3079       2.2580       2.3179
   10601       2.1868       2.2460       2.1890
   10602       2.2818       2.2750       2.2770
   10603       2.3129       2.3610       2.2595
   10604       2.3184       2.1165       2.2192
   10605       2.3932       2.2838       2.2442
   10606       2.4270       2.5009       2.1285
   10607       2.2890       2.2930       2.2050
   10608       2.2585       2.2290       2.1947
   10609       2.2966       2.2562       2.3206
   10610       2.3543       2.2939       2.1702
   10611       2.4604       2.2635       2.1871
   10612       2.3433       2.2875       2.2042
   10613       2.5072       2.1963       2.3829
   10614       2.3519       2.2238       2.2259
   10615       2.3167       2.2566       2.1279
   10616       2.5841       2.2808       2.2396
   10617       2.4097       2.2949       2.2153
   10618       2.5172       2.2899       2.1710
   10619       2.5021       2.3522       2.3150
   10620       2.2559       2.1916       2.2487
   10621       2.2644       2.2823       2.2417
   10622       2.4346       2.3733       2.3368
   10623       2.3701       2.3792       2.3842
   10624       2.3716       2.1783       2.3096
   10625       2.5232       2.1849       2.3515
   10626       2.4648       2.2098       2.2028
   10627       2.5096       2.2047       2.0383
   10628       2.5388       2.1056       2.1946
   10629       2.4188       2.2613       2.1961
   10630       2.2216       2.2552       2.3078
   10631       2.2098       2.2544       2.3652
   10632       2.2482       2.0919       2.2119
   10633       2.4436       2.2065       2.2510
   10634       2.6104       2.2936       2.0934
   10635       2.4888       2.2724       2.2614
   10636       2.5260       2.1301       2.2819
   10637       2.2753       2.4221       2.3518
   10638       2.1789       2.2426       2.2279
   10639       2.2538       2.2654       2.1554
   10640       2.4746       2.1713       2.3007
   10641       2.4299       2.3163       2.3885
   10642       2.5747       2.2383       2.1279
   10643       2.3343       2.3080       2.1420
   10644       2.4479       2.2519       2.2531
   10645       2.4596       2.1829       2.0553
   10646       2.2886       2.2198       2.1405
   10647       2.4524       2.3994       2.2539
   10648       2.4747       2.1388       2.2153
   10649       2.5828       2.1938       2.3257
   10650       2.2861       2.2716       2.2661
   10651       2.4632       2.2632       2.4383
   10652       2.3942       2.1541       2.2548
   10653       2.3544       2.3560       2.2419
   10654       2.1756       2.1945       2.1816
   10655       2.4608       2.1914       2.2509
   10656       2.6054       2.2561       2.2001
   10657       2.5586       2.3401       2.1589
   10658       2.3459       2.2710       2.2571
   10659       2.5389       2.0916       2.1565
   10660       2.4106       2.1916       2.2724
   10661       2.4202       2.3363       2.2808
   10662       2.3257       2.2277       2.0867
   10663       2.2222       2.1474       2.4427
   10664       2.4243       2.2403       2.1720
   10665       2.4087       2.2969       2.1709
   10666       2.3885       2.4046       2.2258
   10667       2.3003       2.3540       2.1279
   10668       2.2265       2.3174       2.1012
   10669       2.5163       2.4628       2.1712
   10670       2.4196       2.3767       2.3661
   10671       2.2320       2.2553       2.2522
   10672       2.2200       2.4139       2.2939
   10673       2.4185       2.3830       2.3731
   10674       2.4489       2.3216       2.4132
   10675       2.3428       2.1369       2.1891
   10676       2.4904       2.1664       2.3435
   10677       2.4175       2.2914       2.2076
   10678       2.2705       2.3529       2.2474
   10679       2.2603       2.3350       2.1577
   10680       2.4693       2.3399       2.2196
   10681       2.5152       2.3730       2.2697
   10682       2.4480       2.3018       2.3120
   10683       2.2452       2.3041       2.2397
   10684       2.5680       2.2247       2.3407
   10685       2.3300       2.0280       2.2413
   10686       2.5279       2.3311       2.3144
   10687       2.4875       2.2407       2.2408
   10688       2.4600       2.2884       2.1572
   10689       2.4508       2.1772       2.2497
   10690       2.4725       2.2238       2.2819
   10691       2.4022       2.1724       2.3884
   10692       2.2502       2.2363       2.2657
   10693       2.3089       2.2109       2.1918
   10694       2.3569       2.2774       2.2515
   10695       2.3665       2.3654       2.4224
   10696       2.3036       2.3518       2.1470
   10697       2.5933       2.1862       2.0536
   10698       2.5110       2.2761       2.3335
   10699       2.2392       2.3565       2.2739
   10700       2.3117       2.1477       2.0815
   10701       2.4716       2.5145       2.2485
   10702       2.5854       2.3411       2.2189
   10703       2.2713       2.1541       2.2136
   10704       2.3677       2.1554       2.0896
   10705       2.2333       2.2234       2.2977
   10706       2.2905       2.1964       2.2913
   10707       2.4606       2.0908       2.2014
   10708       2.1991       2.2304       2.2074
   10709       2.3199       2.2714       2.2574
   10710       2.4348       2.2597       2.2394
   10711       2.3907       2.2451       2.2019
   10712       2.4239       2.3169       2.1296
   10713       2.4434       2.2519       2.1543
   10714       2.4057       2.2323       2.0931
   10715       2.4006       2.3442       2.1224
   10716       2.3705       2.2964       2.1878
   10717       2.3425       2.3051       2.3139
   10718       2.4012       2.1820       2.1892
   10719       2.5297       2.4071       2.2599
   10720       2.3761       2.2520       2.2127
   10721       2.3466       2.3984       2.2534
   10722       2.3736       2.1311       2.2552
   10723       2.3464       2.1533       2.3013
   10724       2.3202       2.1342       2.2986
   10725       2.4305       2.3161       2.2436
   10726       2.4252       2.1868       2.1761
   10727       2.2668       2.1724       2.1511
   10728       2.4379       2.4886       2.2366
   10729       2.2733       2.2648       2.2130
   10730       2.2870       2.1909       2.1286
   10731       2.1626       2.3764       2.3358
   10732       2.4767       2.1496       2.2750
   10733       2.5597       2.3175       2.2711
   10734       2.3987       2.2645       2.2301
   10735       2.2661       2.2312       2.3510
   10736       2.2756       2.3009       2.2685
   10737       2.3499       2.2758       2.2962
   10738       2.5789       2.1981       2.2099
   10739       2.5310       2.3602       2.1222
   10740       2.5390       2.2031       2.2865
   10741       2.2863       2.3041       2.1464
   10742       2.4794       2.2473       2.1667
   10743       2.2775       2.3153       2.3756
   10744       2.4460       2.2354       2.1467
   10745       2.3329       2.1496       2.2225
   10746       2.5403       2.2986       2.2974
   10747       2.3142       2.2152       2.1641
   10748       2.4167       2.4020       2.2395
   10749       2.1727       2.4172       2.4535
   10750       2.2599       2.2317       2.1831
   10751       2.3043       2.1506       2.2194
   10752       2.4182       2.2853       2.2158
   10753       2.3021       2.3042       2.0823
   10754       2.4850       2.3372       2.3353
   10755       2.3426       2.2878       2.2952
   10756       2.2491       2.1911       2.3843
   10757       2.5060       2.3680       2.2803
   10758       2.4529       2.1853       2.0484
   10759       2.4567       2.1800       2.4169
   10760       2.2997       2.2623       2.2551
   10761       2.4247       2.3075       2.1358
   10762       2.4492       2.2571       2.3201
   10763       2.4753       2.2197       2.2550
   10764       2.5093       2.2685       2.3241
   10765       2.1558       2.1926       2.2443
   10766       2.3910       2.3225       2.2473
   10767       2.3942       2.3796       2.0608
   10768       2.1403       2.2471       2.2276
   10769       2.3436       2.3008       2.2033
   10770       2.2451       2.2990       2.2767
   10771       2.3483       2.3775       2.2606
   10772       2.4921       2.0853       2.2059
   10773       2.2335       2.4151       2.2990
   10774       2.3186       2.2819       2.2531
   10775       2.4262       2.1768       2.1224
   10776       2.1651       2.4275       2.1476
   10777       2.5479       2.1902       2.1783
   10778       2.3555       2.3068       2.2176
   10779       2.3706       2.0829       2.1978
   10780       2.3882       2.1731       2.3102
   10781       2.4446       2.2226       2.1889
   10782       2.5058       2.3123       2.4516
   10783       2.4929       2.2946       2.1607
   10784       2.2706       2.3341       2.3428
   10785       2.4419       2.2136       2.0803
   10786       2.6781       2.2491       2.3226
   10787       2.4436       2.2204       2.2559
   10788       2.3302       2.1915       2.3023
   10789       2.4110       2.2617       2.1725
   10790       2.4114       2.3111       2.4424
   10791       2.3828       2.2910       2.3183
   10792       2.3412       2.3066       2.2564
   10793       2.1792       2.2870       2.3428
   10794       2.4602       2.1895       2.1196
   10795       2.2736       2.3657       2.2211
   10796       2.4440       2.2129       2.3478
   10797       2.6244       2.2366       2.2958
   10798       2.3169       2.0031       2.1040
   10799       2.4271       2.1306       2.3152
   10800       2.4452       2.1364       2.0629
   10801       2.1635       2.3294       2.2239
   10802       2.3928       2.1541       2.3355
   10803       2.2960       2.3372       2.2698
   10804       2.3153       2.2162       2.2919
   10805       2.3242       2.2925       2.2560
   10806       2.1617       2.3775       2.1599
   10807       2.4656       2.4547       2.2946
   10808       2.3916       2.2530       2.2678
   10809       2.4521       2.3857       2.3229
   10810       2.3052       2.2284       2.2589
   10811       2.2243       2.2489       2.2610
   10812       2.2428       2.2912       2.1157
   10813       2.3831       2.3620       2.2611
   10814       2.2977       2.2480       2.1655
   10815       2.4733       2.3849       2.1211
   10816       2.1877       2.4334       2.0964
   10817       2.1452       2.2263       2.2136
   10818       2.5442       2.2296       2.3037
   10819       2.3513       2.3392       2.1945
   10820       2.3596       2.2983       2.3388
   10821       2.3893       2.2417       2.2646
   10822       2.4946       2.1155       2.1655
   10823       2.5528       2.1272       2.1347
   10824       2.3092       2.2178       2.3436
   10825       2.2391       2.0860       2.3878
   10826       2.3316       2.3280       2.2374
   10827       2.3939       2.2974       2.0364
   10828       2.3070       2.2788       2.1547
   10829       2.5785       2.2439       2.2328
   10830       2.3470       2.3576       2.2847
   10831       2.3643       2.3266       2.1805
   10832       2.1751       2.1726       2.1358
   10833       2.5814       2.2796       2.0418
   10834       2.2778       2.3124       2.2269
   10835       2.3837       2.2687       2.2857
   10836       2.4181       2.3559       2.2183
   10837       2.4185       2.2703       2.2517
   10838       2.4913       2.2801       2.3344
   10839       2.4287       2.1754       2.1331
   10840       2.6462       2.3094       2.2699
   10841       2.4431       2.2147       2.2559
   10842       2.4009       2.3166       2.3348
   10843       2.3893       2.1974       2.1656
   10844       2.4726       2.1031       2.2209
   10845       2.3967       2.2291       2.1907
   10846       2.4261       2.2032       2.3027
   10847       2.4211       2.1378       2.0806
   10848       2.4802       2.3748       2.2363
   10849       2.5727       2.1735       2.1192
   10850       2.4742       2.3161       2.3441
   10851       2.4687       2.2431       2.0642
   10852       2.4003       2.3732       2.2056
   10853       2.4555       2.1604       2.1362
   10854       2.3283       2.3348       2.3992
   10855       2.4350       2.3824       2.3984
   10856       2.3694       2.3268       2.3264
   10857       2.3070       2.1863       2.3154
   10858       2.3591       2.3107       2.1974
   10859       2.1631       2.3819       2.2137
   10860       2.5428       2.4237       2.2788
   10861       2.3775       2.3464       2.2629
   10862       2.3015       2.4260       2.1911
   10863       2.5463       2.2780       2.2192
   10864       2.4749       2.4165       2.2187
   10865       2.4188       2.2154       2.2286
   10866       2.2187       2.3632       2.2716
   10867       2.7215       2.4257       2.2433
   10868       2.3936       2.3071       2.1566
   10869       2.4700       2.2375       2.2979
   10870       2.5022       2.3394       2.3021
   10871       2.3814       2.2478       2.2609
   10872       2.3356       2.2901       2.2337
   10873       2.4206       2.3377       2.2321
   10874       2.4675       2.2718       2.2598
   10875       2.2471       2.1584       2.1511
   10876       2.4366       2.3904       2.3191
   10877       2.4144       2.2270       2.1746
   10878       2.3613       2.2665       2.2631
   10879       2.3617       2.2912       2.4282
   10880       2.2626       2.2420       2.2312
   10881       2.3156       2.3208       2.2884
   10882       2.5283       2.2545       2.4241
   10883       2.4151       2.3145       2.4404
   10884       2.4126       2.1910       2.2061
   10885       2.3754       2.1795       2.3848
   10886       2.3508       2.2375       2.2022
   10887       2.3094       2.3639       2.2844
   10888       2.3528       2.2041       2.1124
   10889       2.2383       2.3781       2.0829
   10890       2.1656       2.2508       2.3391
   10891       2.3587       2.3694       2.2927
   10892       2.3846       2.3115       2.1754
   10893       2.5335       2.2047       2.3915
   10894       2.2953       2.2038       2.2459
   10895       2.5112       2.3708       2.2400
   10896       2.5117       2.2389       2.1855
   10897       2.3827       2.1602       2.2785
   10898       2.2171       2.2391       2.2733
   10899       2.3108       2.4074       2.1552
   10900       2.4272       2.2335       2.3009
   10901       1.9442       2.3642       2.3254
   10902       2.2774       2.3438       2.2696
   10903       2.3126       2.2164       2.3159
   10904       2.2748       2.3256       2.1281
   10905       2.1036       2.3172       2.1761
   10906       2.1834       2.4715       2.3901
   10907       2.4068       2.2350       2.3453
   10908       2.4102       2.3924       2.4103
   10909       2.5231       2.2644       2.0412
   10910       2.4506       2.1935       2.3262
   10911       2.3072       2.4515       2.3183
   10912       2.4961       2.1266       2.3666
   10913       2.4007       2.2913       2.2321
   10914       2.2845       2.2438       2.2986
   10915       2.1150       2.0407       2.2552
   10916       2.3085       2.3009       2.0893
   10917       2.2348       2.1888       2.2232
   10918       2.3989       2.3072       2.2476
   10919       2.5836       2.2157       2.1041
   10920       2.4389       2.2017       2.3548
   10921       2.3399       2.2879       2.3497
   10922       2.5671       2.2720       2.1775
   10923       2.2528       2.2612       2.2534
   10924       2.4126       2.2323       2.3480
   10925       2.5946       2.0769       2.2853
   10926       2.3433       2.1761       2.2902
   10927       2.3997       2.3380       2.1472
   10928       2.3941       2.3031       2.3439
   10929       2.1782       2.2396       2.1378
   10930       2.1872       2.3170       2.3004
   10931       2.3783       2.2159       2.2895
   10932       2.2024       2.2803       2.1707
   10933       2.3420       2.2239       2.3962
   10934       2.5447       2.4441       2.0703
   10935       2.4807       2.3523       2.2446
   10936       2.4694       2.2169       2.2700
   10937       2.3385       2.2910       2.3467
   10938       2.2459       2.3665       2.3344
   10939       2.1706       2.1662       2.2856
   10940       2.2754       2.2867       2.1081
   10941       2.5016       2.2628       2.3000
   10942       2.3716       2.3215       2.2425
   10943       2.4956       2.2660       2.2036
   10944       2.4646       2.4430       2.2234
   10945       2.3364       2.1816       2.1581
   10946       2.3487       2.4083       2.1808
   10947       2.4666       2.2375       2.3174
   10948       2.4751       2.2324       2.3044
   10949       2.4509       2.2934       2.0487
   10950       2.3338       2.1234       2.1776
   10951       2.5859       2.2887       2.2304
   10952       2.5292       2.4046       2.2275
   10953       2.3215       2.3939       2.4148
   10954       2.4054       2.2156       2.2563
   10955       2.4487       2.4233       2.2514
   10956       2.2630       2.0808       2.3394
   10957       2.1449       2.3760       2.3005
   10958       2.3794       2.0841       2.1886
   10959       2.4406       2.2533       2.2273
   10960       2.2539       2.3057       2.1320
   10961       2.2603       2.2780       2.2575
   10962       2.3234       2.2242       2.2208
   10963       2.3735       2.2497       2.3440
   10964       2.2954       2.1777       2.4373
   10965       2.3162       2.1390       2.1559
   10966       2.3620       2.2770       2.1394
   10967       2.3240       2.2726       2.3625
   10968       2.3000       2.3419       2.2995
   10969       2.2002       2.2570       2.3111
   10970       2.5901       2.4249       2.3129
   10971       2.3388       2.2799       2.3374
   10972       2.3566       2.4472       2.2714
   10973       2.2940       2.2871       2.3679
   10974       2.3480       2.2816       2.1377
   10975       2.2800       2.1877       2.3100
   10976       2.5587       2.1779       2.2584
   10977       2.2941       2.4383       2.1895
   10978       2.4200       2.0966       2.3724
   10979       2.2700       2.2004       2.2080
   10980       2.5723       2.3164       2.4405
   10981       2.5577       2.4080       2.2432
   10982       2.5018       2.1588       2.2268
   10983       2.2270       2.2882       2.2041
   10984       2.5774       2.3485       2.2356
   10985       2.5748       2.2569       2.2568
   10986       2.5536       2.1944       2.3258
   10987       2.3685       2.1768       2.3074
   10988       2.4307       2.2378       2.3173
   10989       2.4060       2.2278       2.1369
   10990       2.3371       2.2360       2.3525
   10991       2.1572       2.4760       2.0767
   10992       2.3032       2.4364       2.1267
   10993       2.3996       2.0142       2.3074
   10994       2.1164       2.2097       2.2716
   10995       2.5186       2.2870       2.1933
   10996       2.2813       2.1800       2.3113
   10997       2.4416       2.2272       2.0767
   10998       2.5048       2.3536       2.2059
   10999       2.3345       2.2999       2.2821
   11000       2.5203       2.2368       2.1534
   11001       2.3540       2.2376       2.3517
   11002       2.2629       2.2507       2.0947
   11003       2.3439       2.2155       2.1788
   11004       2.5010       2.2119       2.2269
   11005       2.2806       2.3531       2.3941
   11006       2.3320       2.2493       2.2397
   11007       2.4556       2.1187       2.1628
   11008       2.4709       2.3448       2.2598
   11009       2.3547       2.2800       2.1930
   11010       2.2691       2.3593       2.2047
   11011       2.3566       2.2563       2.0902
   11012       2.3990       2.3056       2.0870
   11013       2.6546       2.2621       2.1792
   11014       2.3408       2.2608       2.3249
   11015       2.1113       2.2773       2.3358
   11016       2.3917       2.1966       2.2539
   11017       2.4237       2.2861       2.2466
   11018       2.3440       2.3533       2.2477
   11019       2.3642       2.1776       2.1321
   11020       2.4121       2.2406       2.3268
   11021       2.3195       2.3315       2.1453
   11022       2.2391       2.2303       2.1474
   11023       2.3881       2.3302       2.2760
   11024       2.2966       2.4094       2.1318
   11025       2.4992       2.3124       2.2857
   11026       2.5427       2.3226       2.4041
   11027       2.3303       2.3018       2.2154
   11028       2.3426       2.2602       2.1501
   11029       2.5489       2.2036       2.2435
   11030       2.4638       2.2014       2.2644
   11031       2.5184       2.1380       2.5029
   11032       2.1857       2.2946       2.4849
   11033       2.0551       2.2971       2.1876
   11034       2.3215       2.5166       2.2585
   11035       2.4910       2.2413       2.2917
   11036       2.4245       2.2211       2.2308
   11037       2.2678       2.1632       2.0944
   11038       2.2968       2.3669       2.1763
   11039       2.2813       2.2543       2.2068
   11040       2.1246       2.2319       2.2695
   11041       2.3266       2.2858       2.2253
   11042       2.3732       2.4217       2.2072
   11043       2.1687       2.3247       2.3946
   11044       2.3786       2.2327       2.3836
   11045       2.1993       2.2948       2.1940
   11046       2.3036       2.3653       2.2882
   11047       2.2724       2.3729       2.1588
   11048       2.2590       2.4864       2.0589
   11049       2.4870       2.1293       2.1588
   11050       2.3382       2.3281       2.4063
   11051       2.3435       2.3426       2.3209
   11052       2.4215       2.1553       2.3113
   11053       2.4030       2.2687       2.2220
   11054       2.4097       2.2803       2.2431
   11055       2.4206       2.3107       2.1952
   11056       2.1504       2.2820       2.1538
   11057       2.4692       2.2537       2.2190
   11058       2.5160       2.3814       2.1753
   11059       2.3637       2.2075       2.2731
   11060       2.5019       2.0617       2.1844
   11061       2.2084       2.0666       2.1578
   11062       2.5429       2.1634       2.1503
   11063       2.4594       2.1224       2.3939
   11064       2.5711       2.2754       2.1823
   11065       2.2973       2.2592       2.1897
   11066       2.3519       2.3768       2.2046
   11067       2.3700       2.3938       1.8981
   11068       2.4650       2.3617       2.4111
   11069       2.2806       2.1009       2.3437
   11070       2.4122       2.5454       2.2883
   11071       2.3485       2.3241       2.3523
   11072       2.4381       2.1361       2.3563
   11073       2.4752       2.0553       2.3131
   11074       2.4067       2.2434       2.3553
   11075       2.4031       2.1804       2.2713
   11076       2.6609       2.2755       2.2373
   11077       2.3695       2.2856       2.2538
   11078       2.3815       2.2759       2.3187
   11079       2.3280       2.3941       2.0604
   11080       2.4231       2.2065       2.2296
   11081       2.3557       2.3299       2.3577
   11082       2.3783       2.2255       2.3024
   11083       2.3994       2.1195       2.1608
   11084       2.3295       2.3377       2.1679
   11085       2.4921       2.2738       2.1547
   11086       2.2581       2.1974       2.2552
   11087       2.5824       2.1978       2.3559
   11088       2.4742       2.2071       2.2131
   11089       2.3200       2.2107       2.2659
   11090       2.3676       2.2204       2.2925
   11091       2.7040       2.2697       2.3258
   11092       2.4094       2.2497       2.0671
   11093       2.3172       2.3408       2.3340
   11094       2.1751       2.4142       2.2339
   11095       2.3620       2.3983       2.2586
   11096       2.5832       2.3961       2.1112
   11097       2.5234       2.3290       2.1990
   11098       2.5726       2.2007       2.1339
   11099       2.3588       2.5190       2.1609
   11100       2.2569       2.3122       2.3433
   11101       2.4303       2.1561       2.2200
   11102       2.4484       2.3638       2.1941
   11103       2.6129       2.3233       2.2665
   11104       2.3756       2.1313       2.2368
   11105       2.3501       2.3458       2.2410
   11106       2.4793       2.2098       2.1307
   11107       2.2952       2.0653       2.3366
   11108       2.4698       2.2031       2.2229
   11109       2.5428       2.2126       2.2360
   11110       2.5786       2.2315       2.3375
   11111       2.2412       2.4983       2.2432
   11112       2.3802       2.1999       2.1890
   11113       2.3635       2.1492       2.1469
   11114       2.2994       2.2062       2.2870
   11115       2.4205       2.3338       2.2891
   11116       2.4723       2.1888       2.2659
   11117       2.3395       2.3242       2.1650
   11118       2.5028       2.2664       2.1648
   11119       2.3388       2.4607       2.3369
   11120       2.2182       2.3533       2.2940
   11121       2.1852       2.3410       2.2358
   11122       2.4022       2.1234       2.2045
   11123       2.4978       2.4421       2.0891
   11124       2.3256       2.1987       2.2664
   11125       2.5531       2.2599       2.0847
   11126       2.2900       2.1981       2.0510
   11127       2.4615       2.3572       2.1409
   11128       2.4015       2.2338       2.1786
   11129       2.4082       2.1444       2.3689
   11130       2.4258       2.3643       2.1830
   11131       2.3115       2.3258       2.1789
   11132       2.3460       2.2919       2.2791
   11133       2.3614       2.3424       2.2039
   11134       2.2406       2.4619       2.4084
   11135       2.4108       2.2996       2.2886
   11136       2.5235       2.2503       2.2327
   11137       2.0853       2.3181       2.1122
   11138       2.2259       2.2674       2.3156
   11139       2.3750       2.3855       2.2668
   11140       2.2047       2.3311       2.3621
   11141       2.3465       2.2219       2.2120
   11142       2.5413       2.5113       2.1700
   11143       2.2468       2.3700       2.1684
   11144       2.3909       2.2851       1.9795
   11145       2.4425       2.0787       2.3409
   11146       2.3906       2.0835       2.2966
   11147       2.5897       2.2761       2.1813
   11148       2.5613       2.2433       2.1902
   11149       2.4583       2.1161       2.2447
   11150       2.1343       2.2818       2.1209
   11151       2.3562       2.2498       2.2933
   11152       2.4436       2.2573       2.2762
   11153       2.2274       2.2972       2.1575
   11154       2.3198       2.2538       2.2037
   11155       2.1837       2.3114       2.2668
   11156       2.2965       2.3244       2.2262
   11157       2.3364       2.2330       2.1425
   11158       2.1756       2.1215       2.2698
   11159       2.0624       2.2286       2.1667
   11160       2.5195       2.2232       2.2004
   11161       2.4961       2.1936       2.0130
   11162       2.5893       2.4641       2.3322
   11163       2.2603       2.4226       2.2145
   11164       2.5099       2.1977       2.1956
   11165       2.2814       2.2143       2.1827
   11166       2.3479       2.2801       2.3925
   11167       2.1038       2.2874       2.3070
   11168       2.4370       2.4497       2.3181
   11169       2.5146       2.1893       2.2605
   11170       2.4489       2.2002       2.2267
   11171       2.4658       2.3279       2.2185
   11172       2.5561       2.3332       2.2107
   11173       2.3784       2.1947       2.3488
   11174       2.2470       2.1685       2.3077
   11175       2.5319       2.2304       2.0588
   11176       2.4969       2.2956       2.1623
   11177       2.6137       2.2547       2.2066
   11178       2.3756       2.1322       2.4246
   11179       2.1686       2.1638       2.1955
   11180       2.3872       2.1390       2.3444
   11181       2.5594       2.2459       2.0867
   11182       2.4348       2.3273       2.2738
   11183       2.3370       2.2744       2.1506
   11184       2.4548       2.2514       2.1553
   11185       2.7535       2.1598       2.2230
   11186       2.4015       2.2149       2.3112
   11187       2.3547       2.1653       2.2081
   11188       2.4863       2.2748       2.1415
   11189       2.5482       2.0155       2.0761
   11190       2.4362       2.1906       2.2902
   11191       2.5643       2.2298       2.2716
   11192       2.5369       2.2960       2.1868
   11193       2.4092       2.1280       2.2513
   11194       2.5182       2.1417       2.4066
   11195       2.2024       2.2628       2.1940
   11196       2.4003       2.5177       2.1256
   11197       2.5023       2.3182       2.2150
   11198       2.2918       2.4101       2.2918
   11199       2.4789       2.2127       2.2930
   11200       2.0786       2.3081       2.2241
   11201       2.3471       2.2985       2.3326
   11202       2.2964       2.3170       2.3837
   11203       2.4299       2.2005       2.2980
   11204       2.4074       2.2745       2.2490
   11205       2.3672       2.1777       2.2070
   11206       2.4432       2.3693       2.1411
   11207       2.5309       2.1238       2.2461
   11208       2.5644       2.3530       2.1168
   11209       2.4036       2.2506       2.1650
   11210       2.5156       2.3403       2.1789
   11211       2.3278       2.2660       2.1146
   11212       2.4080       2.4759       2.2216
   11213       2.4933       1.9757       2.2476
   11214       2.4984       2.2736       2.2681
   11215       2.2191       2.3726       2.2275
   11216       2.4848       2.1244       2.2648
   11217       2.4711       2.2826       2.1836
   11218       2.5646       2.1647       2.2223
   11219       2.3997       2.2138       2.3175
   11220       2.4253       2.1508       2.3264
   11221       2.4430       2.2207       2.1177
   11222       2.3301       2.3057       2.4708
   11223       2.3663       2.3156       2.3019
   11224       2.3499       2.3064       2.2753
   11225       2.5491       2.1514       2.3643
   11226       2.3146       2.3915       2.2002
   11227       2.3563       2.2984       2.3439
   11228       2.2504       2.2613       2.1206
   11229       2.5674       2.3699       2.4678
   11230       2.6261       2.1875       2.2662
   11231       2.5115       2.2988       2.3819
   11232       2.3568       2.2001       2.3002
   11233       2.4333       2.2424       2.2207
   11234       2.4547       2.1905       2.3294
   11235       2.5502       2.2406       2.2607
   11236       2.6211       2.3035       2.1483
   11237       2.4700       2.3145       2.3088
   11238       2.4098       2.3395       2.1677
   11239       2.4013       2.1687       2.1342
   11240       2.4295       2.4367       2.2625
   11241       2.4536       2.3839       2.2173
   11242       2.5970       2.2206       2.4266
   11243       2.2305       2.1961       2.2915
   11244       2.5263       2.3041       2.1362
   11245       2.4052       2.1354       2.2314
   11246       1.9998       2.3460       2.3458
   11247       2.2659       2.3681       2.3540
   11248       2.1906       2.1352       2.2365
   11249       2.4438       2.3341       2.2838
   11250       2.4578       2.3036       2.3539
   11251       2.3193       2.1761       2.2402
   11252       2.3271       2.3027       2.1965
   11253       2.3821       2.2782       2.0635
   11254       2.3957       2.2640       2.2812
   11255       2.1620       2.3180       2.2014
   11256       2.2824       2.2599       2.2069
   11257       2.3846       2.2228       2.2179
   11258       2.4695       2.1755       2.2188
   11259       2.5107       2.2022       2.3381
   11260       2.3701       2.2944       2.1721
   11261       2.5755       2.3411       2.2186
   11262       2.3679       2.2856       2.3084
   11263       2.3319       2.3236       2.1955
   11264       2.3091       2.4573       2.2099
   11265       2.3262       2.3000       2.1564
   11266       2.4443       2.2033       2.2022
   11267       2.3900       2.3823       2.2748
