#Frame         mn_hd1       mn_hd2       mn_hd3
   38249       2.4134       2.3571       2.1276
   38250       2.5223       2.3165       2.1380
   38251       2.3237       2.3884       2.2307
   38252       2.6094       2.4973       2.1605
   38253       2.2793       2.2658       2.1658
   38254       2.2580       2.2233       2.1629
   38255       2.3332       2.1145       2.1501
   38256       2.4024       2.3111       2.0884
   38257       2.4759       2.2508       2.1509
   38258       2.6071       2.1008       2.3063
   38259       2.6072       2.1974       2.3379
   38260       2.4042       2.2842       2.3132
   38261       2.4269       2.2503       2.2882
   38262       2.3697       2.2128       2.2614
   38263       2.1875       2.2978       2.2123
   38264       2.2909       2.3013       2.3603
   38265       2.5030       2.3356       2.1981
   38266       2.3304       2.2128       2.0693
   38267       2.2851       2.3733       2.2573
   38268       2.2432       2.4593       2.2686
   38269       2.3424       2.1777       2.2549
   38270       2.4119       2.3660       2.2934
   38271       2.5463       2.2791       2.3182
   38272       2.5919       2.0957       2.1594
   38273       2.2574       2.2466       2.2655
   38274       2.4197       2.1234       2.3032
   38275       2.4048       2.2913       2.3303
   38276       2.4592       2.3560       2.3265
   38277       2.1490       2.2409       2.0643
   38278       2.3979       2.1619       2.4174
   38279       2.3674       2.4256       2.2793
   38280       2.5923       2.3467       2.3475
   38281       2.4796       2.4633       2.4244
   38282       2.5457       2.2127       2.3472
   38283       2.4673       2.1801       2.1275
   38284       2.4789       2.3752       2.2817
   38285       2.4069       2.3604       2.3390
   38286       2.2947       2.2271       2.1823
   38287       2.4365       2.4650       2.3374
   38288       2.1873       2.2871       2.1765
   38289       2.3119       2.3579       2.1897
   38290       2.4402       2.3583       2.2904
   38291       2.3848       2.3464       2.2696
   38292       2.3531       2.3142       2.1731
   38293       2.3906       2.3421       2.2096
   38294       2.4045       2.3208       2.2550
   38295       2.4833       2.2869       2.2060
   38296       2.2111       2.2278       2.1975
   38297       2.2689       2.3666       2.1468
   38298       2.2962       2.1847       2.1850
   38299       2.5313       2.2525       2.2877
   38300       2.1568       2.3422       2.2112
   38301       2.5742       2.3257       2.3126
   38302       2.5601       2.2668       2.1741
   38303       2.4668       2.3794       2.1957
   38304       2.4693       2.1723       2.2503
   38305       2.6080       2.1920       2.3107
   38306       2.6161       2.2012       2.3324
   38307       2.4953       2.2281       2.2688
   38308       2.4700       2.4174       2.3444
   38309       2.3604       2.4602       2.1474
   38310       2.5173       2.2174       2.1627
   38311       2.3564       2.3808       2.3287
   38312       2.3703       2.1913       2.2248
   38313       2.4001       2.3179       2.1676
   38314       2.4518       2.1783       2.3203
   38315       2.5174       2.3096       2.2492
   38316       2.5239       2.0646       2.1433
   38317       2.2780       2.1583       2.1632
   38318       2.4080       2.2546       2.2519
   38319       2.3874       2.3562       2.3234
   38320       2.5591       2.2779       2.1497
   38321       2.3800       2.2344       2.2287
   38322       2.5389       2.2189       2.2008
   38323       2.4409       2.2830       2.1290
   38324       2.4873       2.2048       2.1413
   38325       2.3561       2.3499       2.0079
   38326       2.4908       2.1984       2.2889
   38327       2.4773       2.3115       2.2234
   38328       2.3758       2.1650       2.1553
   38329       2.1233       2.2706       2.3054
   38330       2.3747       2.2282       2.0649
   38331       2.5093       2.4123       2.3923
   38332       2.4430       2.2061       2.4205
   38333       2.5702       2.2865       2.3490
   38334       2.2514       2.2951       2.2159
   38335       2.3957       2.2990       2.1203
   38336       2.4707       2.1605       2.3425
   38337       2.2724       2.2621       2.2311
   38338       2.3002       2.3212       2.1954
   38339       2.4187       2.2887       2.2972
   38340       2.2880       2.1883       2.3551
   38341       2.2325       2.3215       2.2491
   38342       2.2118       2.1151       2.1901
   38343       2.4739       2.1920       2.1065
   38344       2.5610       2.2955       2.0878
   38345       2.4394       2.2224       2.1743
   38346       2.3980       2.2604       2.2751
   38347       2.4192       2.2269       2.2140
   38348       2.4022       2.0303       2.1242
   38349       2.4133       2.2225       2.3140
   38350       2.3929       2.2602       2.1696
   38351       2.4154       2.3219       2.3434
   38352       2.3060       2.0408       2.1968
   38353       2.4555       2.3969       2.2687
   38354       2.2570       2.2605       2.1787
   38355       2.1504       2.0950       2.2324
   38356       2.4413       2.3166       2.1411
   38357       2.5375       2.1783       2.3209
   38358       2.4436       2.1700       2.2269
   38359       2.3832       2.2362       2.1411
   38360       2.4887       2.2896       2.3115
   38361       2.4977       2.3080       2.1614
   38362       2.6566       2.2524       2.1914
   38363       2.3702       2.5273       2.1828
   38364       2.5250       2.2221       2.2056
   38365       2.3258       2.3023       2.2085
   38366       2.4757       2.3252       2.2064
   38367       2.4277       2.2120       2.3706
   38368       2.5740       2.2424       2.1713
   38369       2.4437       2.3535       2.1657
   38370       2.5500       2.2693       2.0786
   38371       2.3283       2.3714       2.1913
   38372       2.4088       2.0843       2.1296
   38373       2.3817       2.3095       2.4174
   38374       2.3722       2.1659       2.2585
   38375       2.5542       2.4027       2.3100
   38376       2.4846       2.5289       2.2882
   38377       2.5947       2.4296       2.2019
   38378       2.2359       2.3207       2.1803
   38379       2.3420       2.3624       2.0824
   38380       2.5439       2.1757       2.1453
   38381       2.4571       2.2082       2.2480
   38382       2.6388       2.1967       2.1493
   38383       2.7402       2.2054       2.2069
   38384       2.5456       2.3013       2.2002
   38385       2.4072       2.2791       2.2117
   38386       2.3415       2.2683       2.2054
   38387       2.5876       2.2292       2.2063
   38388       2.3313       2.2543       2.1406
   38389       2.3423       2.2949       2.2261
   38390       2.6548       2.3580       2.3163
   38391       2.4574       2.4504       2.2310
   38392       2.2311       2.3540       2.2447
   38393       2.4791       2.1420       2.2189
   38394       2.5089       2.0440       2.2150
   38395       2.2459       2.3093       2.4272
   38396       2.4262       2.3395       2.2724
   38397       2.3494       2.3046       2.2844
   38398       2.5792       2.1051       2.2036
   38399       2.5528       2.3597       2.3282
   38400       2.6429       2.1576       2.2256
   38401       2.3966       2.1931       2.0913
   38402       2.4587       2.3132       2.3292
   38403       2.5195       2.2245       2.3217
   38404       2.5077       2.4326       2.2407
   38405       2.5218       2.2006       2.2030
   38406       2.4324       2.1984       2.3099
   38407       2.6039       2.1642       2.2483
   38408       2.5211       2.3312       2.1230
   38409       2.4976       2.1830       2.1870
   38410       2.2676       2.2263       2.3396
   38411       2.3965       2.1655       2.2214
   38412       2.3888       2.3013       2.2696
   38413       2.2282       2.3389       2.2971
   38414       2.1847       2.2492       2.3080
   38415       2.2382       2.2527       2.2591
   38416       2.3534       2.3095       2.0697
   38417       2.3700       2.2886       2.1385
   38418       2.3797       2.3265       2.3280
   38419       2.4896       2.3185       2.0886
   38420       2.4630       2.2536       2.2586
   38421       2.4976       2.2628       2.3170
   38422       2.5089       2.3405       2.1155
   38423       2.6123       2.2617       2.2544
   38424       2.4208       2.1698       2.1502
   38425       2.6024       2.2657       2.2105
   38426       2.3011       2.2892       2.0675
   38427       2.3569       2.2992       2.2211
   38428       2.3991       2.2645       2.1136
   38429       2.3090       2.3641       2.4400
   38430       2.5387       2.1205       2.2357
   38431       2.5307       2.2070       2.1255
   38432       2.3404       2.3572       2.1127
   38433       2.3091       2.2550       2.2182
   38434       2.3375       2.2392       2.3084
   38435       2.4584       2.2413       2.1937
   38436       2.5613       2.3310       2.3349
   38437       2.3850       2.2057       2.2010
   38438       2.5040       2.3922       2.2246
   38439       2.2021       2.4453       2.3403
   38440       2.6196       2.2924       2.0610
   38441       2.3346       2.4047       2.2094
   38442       2.3421       2.2533       2.3464
   38443       2.3224       2.1954       2.3226
   38444       2.2407       2.1875       2.2480
   38445       2.3214       2.1766       2.0631
   38446       2.3930       2.2284       2.4179
   38447       2.5446       2.2560       2.3161
   38448       2.5488       2.1813       2.1641
   38449       2.5177       2.2974       2.2124
   38450       2.3701       2.3206       2.1739
   38451       2.3815       2.2573       2.2041
   38452       2.4171       2.3080       2.2005
   38453       2.3793       2.2326       2.3441
   38454       2.4198       2.2278       2.2505
   38455       2.5853       2.1975       2.3480
   38456       2.3660       2.3177       2.0632
   38457       2.3964       2.3047       2.2286
   38458       2.4298       2.3350       2.3248
   38459       2.6129       2.2431       2.3607
   38460       2.3726       2.2527       2.1469
   38461       2.6926       2.2205       2.3164
   38462       2.2845       2.4890       2.1786
   38463       2.4052       2.2271       2.2228
   38464       2.5180       2.2042       2.0133
   38465       2.5404       2.2005       2.3319
   38466       2.3413       2.1480       2.0783
   38467       2.4689       2.3121       2.2805
   38468       2.3490       2.1877       2.1618
   38469       2.3085       2.3713       2.1986
   38470       2.5333       2.3905       2.3281
   38471       2.5210       2.2232       2.0795
   38472       2.5118       2.2670       2.3004
   38473       2.5098       2.3355       2.2297
   38474       2.5755       2.1133       2.3052
   38475       2.3443       2.2593       2.1722
   38476       2.5033       2.2243       2.2305
   38477       2.2989       2.1703       2.2099
   38478       2.6566       2.1651       2.2780
   38479       2.5635       2.1747       2.2099
   38480       2.5262       2.3588       2.0608
   38481       2.4069       2.2819       2.3304
   38482       2.3245       2.2150       2.1952
   38483       2.3637       2.3169       2.0807
   38484       2.4935       2.4189       2.2463
   38485       2.3433       2.2977       2.2693
   38486       2.3288       2.3703       2.2746
   38487       2.2993       2.3640       2.1133
   38488       2.5889       2.3337       2.3853
   38489       2.4158       2.3624       2.2355
   38490       2.3378       2.3884       2.1640
   38491       2.5037       2.2551       2.1294
   38492       2.4897       2.2731       2.2614
   38493       2.4290       2.3272       2.2892
   38494       2.3823       2.2053       2.2266
   38495       2.3943       2.1131       2.2579
   38496       2.5499       2.1766       2.0814
   38497       2.3895       2.2888       2.1166
   38498       2.4166       2.0618       2.2611
   38499       2.4089       2.2419       2.1752
   38500       2.1630       2.5524       2.2450
   38501       2.4325       2.2375       2.2408
   38502       2.2447       2.2341       2.2214
   38503       2.5309       2.1718       2.1587
   38504       2.4806       2.3148       2.3112
   38505       2.3939       2.1123       2.2585
   38506       2.5349       2.2690       2.3159
   38507       2.7104       2.1908       2.2510
   38508       2.2724       2.1519       2.1519
   38509       2.2763       2.2032       2.2376
   38510       2.5384       2.2875       2.2482
   38511       2.3374       2.4124       2.2837
   38512       2.3889       2.2849       2.3778
   38513       2.4351       2.3791       2.2723
   38514       2.3029       2.2739       2.1462
   38515       2.6042       2.2435       2.2452
   38516       2.3606       2.3216       2.0536
   38517       2.5230       2.0685       2.2382
   38518       2.3964       2.2935       2.1375
   38519       2.2691       2.2159       2.2683
   38520       2.4098       2.3971       2.2501
   38521       2.2920       2.2507       2.3606
   38522       2.4025       2.3459       2.1726
   38523       2.5184       2.3038       2.2032
   38524       2.4407       2.3519       2.2870
   38525       2.2255       2.3333       2.2863
   38526       2.2873       2.2097       2.2344
   38527       2.6003       2.3181       2.1639
   38528       2.3701       2.2756       2.2483
   38529       2.3810       2.1281       2.1776
   38530       2.4948       2.3872       2.1099
   38531       2.3530       2.2400       2.2159
   38532       2.4163       2.2415       2.3588
   38533       2.4459       2.2560       2.2987
   38534       2.2702       2.1249       2.2335
   38535       2.4666       2.0796       2.2242
   38536       2.5043       2.2828       2.1783
   38537       2.3718       2.2425       2.1763
   38538       2.5056       2.1668       2.2318
   38539       2.4914       2.2462       2.1756
   38540       2.4018       2.2306       2.1616
   38541       2.3662       2.2669       2.1571
   38542       2.3797       2.3582       2.4204
   38543       2.4836       2.3124       2.3075
   38544       2.2906       2.2397       2.3000
   38545       2.2999       2.2357       2.3030
   38546       2.3738       2.2449       2.2892
   38547       2.3480       2.3171       2.2653
   38548       2.3047       2.3442       2.1612
   38549       2.2808       2.1586       2.1431
   38550       2.2406       2.3826       2.2368
   38551       2.3159       2.1509       2.3062
   38552       2.6392       2.0842       2.1393
   38553       2.4703       2.3348       2.2567
   38554       2.3329       2.3907       2.1645
   38555       2.2846       2.3451       2.2697
   38556       2.3523       2.2278       2.2444
   38557       2.3878       2.3865       2.2324
   38558       2.2752       2.1244       2.3303
   38559       2.5670       2.3770       2.2940
   38560       2.5221       2.3006       2.3944
   38561       2.4622       2.3804       2.1223
   38562       2.5209       2.4305       2.2908
   38563       2.3026       2.2684       2.1966
   38564       2.5619       2.1630       2.1752
   38565       2.4392       2.1987       2.2178
   38566       2.5195       2.3390       2.2606
   38567       2.2660       2.4310       2.2510
   38568       2.4879       2.1392       2.3505
   38569       2.4112       2.1739       2.2553
   38570       2.4567       2.3501       2.2099
   38571       2.3820       2.4234       2.2030
   38572       2.3698       2.4432       2.2130
   38573       2.3789       2.3066       2.3080
   38574       2.5109       2.3260       2.0886
   38575       2.4705       2.1709       2.4293
   38576       2.2791       2.1500       2.2104
   38577       2.5166       2.2358       2.2182
   38578       2.4679       2.1967       2.1446
   38579       2.4817       2.3042       2.2349
   38580       2.5303       2.4193       2.0889
   38581       2.5818       2.3175       2.4255
   38582       2.5770       2.4360       2.1367
   38583       2.3479       2.2230       2.2552
   38584       2.4490       2.1239       2.1221
   38585       2.4722       2.2717       2.3353
   38586       2.5384       2.0412       2.4703
   38587       2.4335       2.3836       2.2020
   38588       2.1569       2.4892       2.2847
   38589       2.6232       2.2818       2.3748
   38590       2.5363       2.2892       2.1621
   38591       2.5066       2.3951       2.3717
   38592       2.4624       2.0829       2.3763
   38593       2.4146       2.2145       2.1270
   38594       2.3829       2.3301       2.3624
   38595       2.6068       2.2545       2.2926
   38596       2.4341       2.2469       2.2753
   38597       2.4751       2.3265       2.2823
   38598       2.5299       2.2794       2.2868
   38599       2.4535       2.1812       2.1980
   38600       2.4005       2.2016       2.2385
   38601       2.6399       2.1515       2.2321
   38602       2.4202       2.3849       2.2024
   38603       2.5663       2.1564       2.1731
   38604       2.4357       2.1598       2.3626
   38605       2.5820       1.9653       2.3109
   38606       2.3980       2.2293       2.2820
   38607       2.5637       2.1849       2.1441
   38608       2.4184       2.2735       2.0810
   38609       2.2137       2.2796       2.1170
   38610       2.3199       2.2980       2.2675
   38611       2.4319       2.3892       2.0697
   38612       2.2652       2.2829       2.2972
   38613       2.2771       2.2173       2.1341
   38614       2.4713       2.1148       2.2692
   38615       2.4727       2.1947       2.3356
   38616       2.3599       2.4074       2.1154
   38617       2.4066       2.2525       2.2166
   38618       2.7812       2.3529       2.3450
   38619       2.6162       2.3569       2.1464
   38620       2.5061       2.1039       2.4174
   38621       2.3907       2.2159       2.2382
   38622       2.4765       2.0933       2.0961
   38623       2.4752       2.1739       2.2755
   38624       2.3785       2.2906       2.2814
   38625       2.2645       2.3577       2.2988
   38626       2.4256       2.2830       2.1806
   38627       2.4047       2.2899       2.2969
   38628       2.5350       2.4465       2.0743
   38629       2.4260       2.1430       2.4158
   38630       2.5158       2.2207       2.1812
   38631       2.4416       2.1744       2.0996
   38632       2.8198       2.1355       2.2343
   38633       2.4781       2.3832       2.2783
   38634       2.5550       2.2360       2.2756
   38635       2.3126       2.4025       2.1637
   38636       2.4003       2.2499       2.3398
   38637       2.5782       2.1647       2.3153
   38638       2.4771       2.1919       2.1801
   38639       2.2726       2.2321       2.3511
   38640       2.4230       2.1596       2.2605
   38641       2.4880       2.2978       2.1714
   38642       2.4087       2.1808       2.2521
   38643       2.4535       2.0697       2.1930
   38644       2.3947       2.2128       2.3458
   38645       2.4235       2.3248       2.3387
   38646       2.2204       2.3858       2.3792
   38647       2.2608       2.1821       2.1812
   38648       2.2835       2.2673       2.1964
   38649       2.3910       2.3786       2.1589
   38650       2.4907       2.3724       2.1821
   38651       2.4594       2.1809       2.3808
   38652       2.2981       2.2669       2.2364
   38653       2.5009       2.1121       2.1332
   38654       2.4839       2.1940       2.1301
   38655       2.3892       2.1713       2.1869
   38656       2.3096       2.3713       2.2724
   38657       2.3070       2.1947       2.2500
   38658       2.4065       2.2022       2.1439
   38659       2.4471       2.3127       2.3254
   38660       2.5703       2.4569       2.1970
   38661       2.3490       2.4363       2.3215
   38662       2.2278       2.3141       2.2439
   38663       2.1840       2.3392       2.2055
   38664       2.3228       2.3415       2.2634
   38665       2.8676       2.2456       2.2854
   38666       2.4054       2.2133       2.1818
   38667       2.5712       2.3461       2.0992
   38668       2.6675       2.2725       2.1611
   38669       2.5420       2.3736       2.1624
   38670       2.5176       2.3669       2.1795
   38671       2.5237       2.5115       2.1602
   38672       2.4897       2.1319       2.3375
   38673       2.2664       2.2154       2.2371
   38674       2.4367       2.1942       2.2046
   38675       2.3581       2.3609       2.2389
   38676       2.6287       2.4072       2.1558
   38677       2.5706       2.3890       2.1500
   38678       2.3348       2.3049       2.3008
   38679       2.4874       2.1769       2.1824
   38680       2.5133       2.1541       2.3354
   38681       2.5313       2.3453       2.2296
   38682       2.4865       2.3105       2.2795
   38683       2.4825       2.2306       2.2989
   38684       2.3793       2.3505       2.1116
   38685       2.4816       2.3389       2.1823
   38686       2.4643       2.2401       2.1823
   38687       2.4397       2.1310       2.1576
   38688       2.6590       2.3416       2.1883
   38689       2.4266       2.3046       2.1817
   38690       2.5373       2.3684       2.1681
   38691       2.4653       2.2018       2.2226
   38692       2.5920       2.2688       2.2505
   38693       2.4515       2.4099       2.1766
   38694       2.4142       2.2106       2.2181
   38695       2.3097       2.1355       2.1569
   38696       2.4671       2.3318       2.2203
   38697       2.2123       2.2921       2.1977
   38698       2.3796       2.1491       2.3327
   38699       2.4323       2.2436       2.2002
   38700       2.5484       2.2803       2.2279
   38701       2.2692       2.3556       2.1791
   38702       2.4516       2.2873       2.2843
   38703       2.4604       2.2032       2.0940
   38704       2.5622       2.2848       2.1389
   38705       2.5533       2.2013       2.1309
   38706       2.1923       2.2674       2.2438
   38707       2.4548       2.2423       2.0963
   38708       2.4916       2.2897       2.0272
   38709       2.5013       2.3860       2.2651
   38710       2.4504       2.3067       2.3318
   38711       2.2877       2.2544       2.2367
   38712       2.6844       2.1966       2.1449
   38713       2.2462       2.3389       2.3415
   38714       2.3897       2.2238       2.2732
   38715       2.3110       2.1744       2.1155
   38716       2.5716       2.2393       2.3651
   38717       2.4889       2.3421       2.1008
   38718       2.3946       2.1813       2.2944
   38719       2.3034       2.2986       2.1705
   38720       2.3608       2.2937       2.2379
   38721       2.5632       2.2808       2.3780
   38722       2.5425       2.2686       2.2721
   38723       2.5385       2.2415       2.2279
   38724       2.5234       2.1284       2.1870
   38725       2.3958       2.1292       2.3652
   38726       2.3821       2.2795       2.3071
   38727       2.3212       2.2777       2.2755
   38728       2.3133       2.2137       2.3101
   38729       2.4568       2.3268       2.3633
   38730       2.4826       2.3876       2.1081
   38731       2.4369       2.2980       2.1799
   38732       2.6096       2.1120       2.2054
   38733       2.4227       2.2617       2.3694
   38734       2.4348       2.2501       2.1942
   38735       2.2925       2.1385       2.3120
   38736       2.4539       2.2191       2.4884
   38737       2.2562       2.3295       2.1588
   38738       2.4424       2.1283       2.1161
   38739       2.2760       2.2937       2.2597
   38740       2.2527       2.1492       2.2304
   38741       2.6078       2.2526       2.2574
   38742       2.4269       2.3029       2.2675
   38743       2.2866       2.3188       2.2427
   38744       2.6216       2.2222       2.1860
   38745       2.4950       2.2000       2.2955
   38746       2.4014       2.2216       2.2323
   38747       2.6387       2.3665       2.3293
   38748       2.5657       2.4231       2.1735
   38749       2.3921       2.0458       2.3051
   38750       2.4261       2.2591       2.3840
   38751       2.4744       2.1864       2.1006
   38752       2.4410       2.3028       2.1723
   38753       2.4748       2.2461       2.0229
   38754       2.3829       2.4047       2.1339
   38755       2.3393       2.3813       2.1865
   38756       2.6306       2.2168       2.2414
   38757       2.5494       2.2165       2.2555
   38758       2.4749       2.2293       2.2720
   38759       2.6654       2.2383       2.2402
   38760       2.5644       2.3882       2.1337
   38761       2.4361       2.1658       2.3633
   38762       2.4128       2.2333       2.2404
   38763       2.3353       2.2112       2.4169
   38764       2.4328       2.2524       2.1230
   38765       2.3559       2.3297       2.2779
   38766       2.3959       2.2203       2.3878
   38767       2.4086       2.2629       2.2776
   38768       2.1788       2.4984       2.1077
   38769       2.3917       2.4097       2.3057
   38770       2.3769       2.3086       2.2298
   38771       2.3452       2.3669       2.1607
   38772       2.3803       2.2791       2.1596
   38773       2.4114       2.3889       2.3175
   38774       2.3612       2.1950       2.2159
   38775       2.3720       2.2865       2.1327
   38776       2.3478       2.1832       2.2426
   38777       2.3455       2.2498       2.2020
   38778       2.3477       2.0854       2.2313
   38779       2.3489       2.0991       2.1879
   38780       2.5058       2.3661       2.2884
   38781       2.3017       2.2632       2.1636
   38782       2.2651       2.1626       2.2420
   38783       2.6077       2.3444       2.1767
   38784       2.3776       2.2929       2.2617
   38785       2.3522       2.3280       2.1129
   38786       2.2917       2.3216       2.3216
   38787       2.3225       2.3217       2.4009
   38788       2.4116       2.3936       2.2913
   38789       2.4786       2.2435       2.1817
   38790       2.3465       2.2221       2.2998
   38791       2.3581       2.1817       2.1062
   38792       2.3849       2.2693       2.2428
   38793       2.3303       2.3589       2.1569
   38794       2.3663       2.2706       2.1214
   38795       2.3872       2.1642       2.1244
   38796       2.6170       2.3241       2.1937
   38797       2.2404       2.2490       2.1903
   38798       2.3520       2.2222       2.2138
   38799       2.3297       2.5092       2.3487
   38800       2.2552       2.2295       2.2620
   38801       2.3973       2.2245       2.2408
   38802       2.5989       2.3837       2.2661
   38803       2.4194       2.3748       2.2256
   38804       2.1297       2.3954       2.4228
   38805       2.4082       2.2641       2.3151
   38806       2.2063       2.3264       2.1475
   38807       2.5009       2.3559       2.0470
   38808       2.3299       2.3716       2.4226
   38809       2.2545       2.1489       2.1673
   38810       2.4169       2.2153       2.2290
   38811       2.3926       2.2098       2.3787
   38812       2.4294       2.2624       2.2299
   38813       2.3868       2.1744       2.3651
   38814       2.5285       2.1489       2.3348
   38815       2.5866       2.4705       2.1762
   38816       2.5020       2.3090       2.0597
   38817       2.4267       2.2190       2.2570
   38818       2.5075       2.2436       2.1672
   38819       2.5700       2.1840       2.1993
   38820       2.9083       2.2229       2.1251
   38821       2.4762       2.4368       2.1488
   38822       2.4760       2.2003       2.3954
   38823       2.6276       2.1837       2.1870
   38824       2.4732       2.1781       2.1870
   38825       2.5135       2.0618       2.2349
   38826       2.4136       2.2271       2.2276
   38827       2.6224       2.2878       2.2250
   38828       2.4964       2.2064       2.2782
   38829       2.5274       2.2644       2.2732
   38830       2.3935       2.2569       2.1497
   38831       2.1930       2.2381       2.3561
   38832       2.4623       2.3423       2.2125
   38833       2.5051       2.2116       2.1995
   38834       2.1240       2.2365       2.4687
   38835       2.3312       2.4056       2.2422
   38836       2.3511       2.1576       2.3672
   38837       2.4803       2.3248       2.2630
   38838       2.2683       2.4484       2.3841
   38839       2.4626       2.1473       2.1216
   38840       2.5123       2.1652       2.2937
   38841       2.5360       2.3600       2.2381
   38842       2.3124       2.1782       2.2528
   38843       2.3848       2.3869       2.2830
   38844       2.5248       2.2586       2.3431
   38845       2.5998       2.1655       2.2945
   38846       2.4561       2.4135       2.2320
   38847       2.7024       2.3016       2.4537
   38848       2.3726       2.0977       2.3079
   38849       2.4828       2.1971       2.2448
   38850       2.6244       2.1795       2.2048
   38851       2.5679       2.1432       2.1530
   38852       2.4410       2.2898       2.1477
   38853       2.7262       2.2166       2.3294
   38854       2.4085       2.2404       2.3138
   38855       2.5013       2.1550       2.2449
   38856       2.2482       2.2741       2.2807
   38857       2.2596       2.2187       2.3918
   38858       2.4019       2.4759       2.1616
   38859       2.4836       2.3447       2.2426
   38860       2.6737       2.2743       2.2646
   38861       2.3884       2.3861       2.3578
   38862       2.4639       2.2843       2.2598
   38863       2.2251       2.4260       2.1067
   38864       2.3711       2.3223       2.1847
   38865       2.3080       2.4247       2.2427
   38866       2.3740       2.3416       2.1195
   38867       2.4490       2.2411       2.2593
   38868       2.5418       2.3600       2.2403
   38869       2.4426       2.2220       2.2201
   38870       2.4543       2.3059       2.1765
   38871       2.4243       2.2071       2.2151
   38872       2.3847       2.3090       2.2361
   38873       2.4844       2.2972       2.2337
   38874       2.4809       2.3754       2.1662
   38875       2.5206       2.2265       2.1838
   38876       2.3464       2.3580       2.1661
   38877       2.5382       2.3614       2.2368
   38878       2.5036       2.2466       2.1325
   38879       2.3739       2.2293       2.1853
   38880       2.4374       2.3358       2.2587
   38881       2.3387       2.2347       2.1796
   38882       2.5424       2.1531       2.2825
   38883       2.3828       2.2517       2.3290
   38884       2.4242       2.2714       2.3064
   38885       2.3280       2.2720       2.1859
   38886       2.4944       2.1755       2.1456
   38887       2.5017       2.2266       2.3869
   38888       2.3343       2.3405       2.2577
   38889       2.5671       2.3901       2.1250
   38890       2.3352       2.3509       2.2084
   38891       2.4107       2.2749       2.2530
   38892       2.4596       2.2954       2.3350
   38893       2.2779       2.3300       2.1397
   38894       2.4700       2.3032       2.0926
   38895       2.3388       2.1539       2.1348
   38896       2.3432       2.4500       2.2498
   38897       2.3270       2.3574       2.1672
   38898       2.2971       2.2115       2.3234
   38899       2.5254       2.2834       2.1816
   38900       2.3790       2.3486       2.2542
   38901       2.3175       2.2999       2.1496
   38902       2.2890       2.1764       2.2308
   38903       2.4717       2.3910       2.2654
   38904       2.3855       2.4248       2.4002
   38905       2.3585       2.4231       2.2732
   38906       2.3708       2.4507       2.0930
   38907       2.5467       2.3837       2.2673
   38908       2.4920       2.2736       2.1777
   38909       2.4791       2.3052       2.0941
   38910       2.4573       2.2937       2.2399
   38911       2.3245       2.2879       2.2006
   38912       2.5474       2.2796       2.1958
   38913       2.4568       2.2317       2.1034
   38914       2.4970       2.0983       2.0048
   38915       2.5233       2.3323       2.2187
   38916       2.3640       2.1159       2.3338
   38917       2.6033       2.0917       2.2896
   38918       2.3263       2.2874       2.2366
   38919       2.4346       2.4113       2.1028
   38920       2.5311       2.2745       2.1701
   38921       2.4532       2.2151       2.1134
   38922       2.3432       2.1510       2.2082
   38923       2.4157       2.3195       2.4322
   38924       2.5494       2.1526       2.3196
   38925       2.5083       2.2302       2.2110
   38926       2.3319       2.1580       2.1483
   38927       2.2720       2.3605       2.1237
   38928       2.2506       2.3219       2.1130
   38929       2.5545       2.3540       2.1429
   38930       2.5065       2.2041       2.1461
   38931       2.6874       2.2059       2.1779
   38932       2.5312       2.2214       2.3454
   38933       2.3912       2.2708       2.2103
   38934       2.4123       2.2012       2.3960
   38935       2.2579       2.3884       2.1821
   38936       2.4489       2.3060       2.2875
   38937       2.2899       2.2073       2.3293
   38938       2.4633       2.2846       2.3311
   38939       2.3205       2.2886       2.1885
   38940       2.5290       2.1248       2.1590
   38941       2.4278       2.3171       2.2374
   38942       2.3488       2.2845       2.1795
   38943       2.2834       2.2198       2.1719
   38944       2.5251       2.3562       2.2128
   38945       2.3839       2.1768       2.1610
   38946       2.3684       2.2312       2.3942
   38947       2.3857       2.3922       2.0611
   38948       2.3781       2.1607       2.0872
   38949       2.4264       2.2731       2.2185
   38950       2.3332       2.2328       2.2364
   38951       2.2681       2.1687       2.2009
   38952       2.4584       2.1903       2.1329
   38953       2.4131       2.1804       2.0922
   38954       2.2511       2.3336       2.2219
   38955       2.3882       2.3598       2.2414
   38956       2.4099       2.2731       2.2982
   38957       2.4299       2.2144       2.1681
   38958       2.3806       2.3548       2.0235
   38959       2.3274       2.3173       2.1352
   38960       2.4766       2.2600       2.1408
   38961       2.5117       2.1424       2.1114
   38962       2.3581       2.3650       2.1576
   38963       2.6241       2.2123       2.2422
   38964       2.3091       2.3399       2.3018
   38965       2.3910       2.2094       2.3091
   38966       2.2381       2.3660       2.3665
   38967       2.2970       2.2388       2.1500
   38968       2.4739       2.1034       2.2676
   38969       2.5293       2.2711       2.1357
   38970       2.4166       2.3580       2.2706
   38971       2.3243       2.3608       2.1884
   38972       2.5110       2.2104       2.1647
   38973       2.5596       2.2637       2.0484
   38974       2.5263       2.3403       2.3846
   38975       2.4286       2.2836       2.0277
   38976       2.4536       2.3079       2.2363
   38977       2.2814       2.4789       2.1841
   38978       2.4238       2.4297       2.2884
   38979       2.5400       2.3934       2.0851
   38980       2.3458       2.3537       2.1290
   38981       2.3482       2.2086       2.2489
   38982       2.3241       2.3686       2.2323
   38983       2.3241       2.2093       2.1497
