#Frame            rog     rog[Max]
     696      24.2205      49.5718
     697      24.1910      48.6947
     698      24.1519      33.9621
     699      24.1814      48.8552
     700      24.2773      49.4391
     701      24.2101      48.7590
     702      24.0864      48.2623
     703      24.0216      47.9804
     704      24.0295      48.1168
     705      24.1498      48.6817
     706      24.0759      47.8120
     707      24.0600      47.7122
     708      24.2062      49.2679
     709      24.1499      35.4253
     710      24.0240      36.0686
     711      24.0630      36.8132
     712      24.1391      38.7541
     713      24.2776      41.9774
     714      24.0885      40.9311
     715      24.0660      39.3084
     716      24.0746      38.5369
     717      24.0457      36.4294
     718      24.0339      33.6007
     719      24.0624      34.9298
     720      24.1299      36.1535
     721      24.0753      38.8456
     722      24.0909      39.4960
     723      24.0696      38.9236
     724      24.1234      38.0931
     725      24.3035      37.9738
     726      24.3067      39.8195
     727      24.3019      38.2040
     728      24.1981      37.6258
     729      24.2929      37.8133
     730      24.2401      37.2198
     731      24.1494      36.3103
     732      24.0362      39.3018
     733      24.0812      39.7627
     734      24.1136      41.0730
     735      24.1658      40.2465
     736      24.0735      39.3160
     737      24.0836      39.5906
     738      24.0139      38.9214
     739      23.9791      38.2902
     740      23.9498      37.3805
     741      24.0087      38.2658
     742      24.1950      41.1324
     743      24.0566      40.6614
     744      24.0435      40.6471
     745      23.9822      40.9991
     746      23.8646      40.3256
     747      23.9749      40.2633
     748      24.0664      40.6925
     749      24.0333      40.9192
     750      24.0841      40.7947
     751      23.9960      39.9811
     752      24.1037      41.4724
     753      24.1687      41.8275
     754      24.1050      41.4001
     755      24.0541      41.2105
     756      24.0599      41.6855
     757      24.0931      42.1077
     758      24.1309      41.6583
     759      24.1141      43.0407
     760      24.1907      41.5926
     761      24.1386      42.2767
     762      24.1546      42.2260
     763      24.2074      41.1852
     764      24.1063      42.1614
     765      24.1150      40.9841
     766      24.1303      41.3461
     767      24.0816      41.3204
     768      24.0352      40.7515
     769      24.1295      41.2060
     770      24.1597      42.4257
     771      24.0490      42.5110
     772      24.1550      41.8675
     773      24.1129      41.7407
     774      24.2240      40.5872
     775      24.1452      40.2893
     776      24.1719      42.1410
     777      24.2156      40.4313
     778      24.1278      39.5647
     779      24.1928      39.3946
     780      24.0967      38.2998
     781      24.1800      38.3704
     782      24.0934      36.6046
     783      24.2060      36.5132
     784      24.0466      36.5571
     785      24.0659      36.3650
     786      24.0361      36.5985
     787      24.0030      36.1506
     788      23.9634      38.1120
     789      24.0508      37.1201
     790      23.9945      36.9313
     791      24.0757      36.5272
     792      24.1262      37.6439
     793      24.1890      38.7539
     794      23.9672      37.7122
     795      24.0577      36.5307
     796      24.0579      37.4905
     797      24.0729      35.5121
     798      24.1118      37.2348
     799      24.0674      36.4682
     800      24.0903      38.6915
     801      24.1420      36.0424
     802      24.1608      35.5838
     803      24.0153      34.3804
     804      23.8885      34.9245
     805      23.9587      34.9791
     806      23.9698      35.3861
     807      24.0087      34.8584
     808      23.9813      36.1480
     809      23.9475      34.6452
     810      24.0471      36.4796
     811      23.9490      37.3788
     812      23.8404      34.4667
     813      23.8578      34.4546
     814      23.8654      36.2003
     815      23.9613      37.4484
     816      23.9536      36.7433
     817      24.0281      37.0766
     818      24.1030      37.5449
     819      24.0815      35.3599
     820      24.1614      35.0787
     821      24.1341      37.2092
     822      24.0094      39.7481
     823      24.1059      37.7003
     824      24.1307      36.4597
     825      24.0791      38.4634
     826      24.1929      38.2140
     827      24.1794      37.9085
     828      24.2353      38.5539
     829      24.2087      37.0264
     830      24.1367      38.1891
     831      24.1913      39.3483
     832      24.2154      37.4323
     833      24.1103      36.5506
     834      24.1430      37.2648
     835      23.9522      35.0355
     836      23.9446      47.3086
     837      24.1050      33.8684
     838      24.0072      35.3093
     839      24.0667      35.2933
     840      24.0379      36.6141
     841      24.0046      35.8920
     842      24.0102      36.6687
     843      23.9637      36.8705
     844      24.0864      36.3553
     845      24.0587      35.0058
     846      24.0508      47.3475
     847      24.0508      34.8969
     848      24.0901      47.5203
     849      24.1829      47.8684
     850      23.9621      47.2002
     851      24.0926      47.7927
     852      24.0277      47.8682
     853      23.9332      48.0683
     854      24.0385      48.0089
     855      23.9570      34.8260
     856      23.9468      34.8621
     857      23.9599      35.5640
     858      23.9798      34.9793
     859      24.0039      37.0368
     860      23.9357      37.6480
     861      23.9491      38.6103
     862      23.8829      39.3706
     863      24.0115      41.0598
     864      24.0626      39.0571
     865      24.0652      41.9797
     866      24.1487      40.8635
     867      24.1065      41.8870
     868      24.0868      41.1442
     869      24.1862      41.1754
     870      24.0937      39.3531
     871      23.9874      38.4033
     872      24.0761      38.4975
     873      24.0390      38.4598
     874      23.9326      36.5754
     875      23.8747      36.0016
     876      23.9258      38.2035
     877      23.9361      35.0140
     878      23.9160      34.6891
     879      23.8660      33.8689
     880      23.8936      35.3493
     881      23.9136      36.9234
     882      23.8569      36.3384
     883      23.9629      36.4028
     884      23.9112      37.8104
     885      24.0010      36.9870
     886      24.0474      39.3682
     887      23.9816      36.8340
     888      24.1260      39.3226
     889      23.9759      40.4495
     890      24.1387      38.8918
     891      24.0655      39.6632
     892      24.1212      37.8144
     893      24.0183      38.4621
     894      24.0488      37.6360
     895      24.0267      37.0643
     896      24.1702      37.4937
     897      24.0972      35.2652
     898      24.0843      49.9569
     899      23.9735      47.9783
     900      23.9907      48.5011
     901      23.9377      35.0081
     902      24.0172      34.9058
     903      24.1135      36.3327
     904      24.0676      49.3089
     905      24.0020      35.0306
     906      24.2759      50.1233
     907      24.1463      49.4375
     908      24.1724      50.3002
     909      24.1128      49.4121
     910      24.0995      49.8612
     911      23.9651      50.0311
     912      23.9335      49.1298
     913      24.0378      49.4671
     914      24.1159      49.7352
     915      23.9684      49.2466
     916      23.9721      49.3029
     917      24.0963      49.4441
     918      24.1360      49.7350
     919      24.1139      49.8291
     920      24.1741      49.0809
     921      24.0907      50.4228
     922      24.0398      49.7389
     923      23.9722      49.8063
     924      24.1151      49.9066
     925      24.1178      51.2237
     926      24.0593      49.2633
     927      24.2603      51.1488
     928      24.1493      49.2992
     929      24.1687      49.0068
     930      24.1351      50.0320
     931      24.2799      50.5410
     932      24.2006      49.8522
     933      24.2137      50.5265
     934      24.1217      49.8701
     935      24.1256      48.2911
     936      24.1373      49.4386
     937      24.1548      50.8835
     938      24.2581      37.6449
     939      24.2448      35.9509
     940      24.1623      35.8387
     941      24.1643      37.1174
     942      24.1963      35.6105
     943      24.2745      38.7358
     944      24.1307      36.2099
     945      24.1305      37.6221
     946      24.1939      38.3873
     947      24.1218      37.4248
     948      23.9725      36.0899
     949      24.0326      37.0715
     950      23.9375      36.4635
     951      23.9653      37.0584
     952      23.9776      35.5970
     953      24.2043      37.2984
     954      24.1287      36.0003
     955      24.0885      36.3583
     956      24.1148      36.6999
     957      24.1818      49.7689
     958      24.1069      49.1679
     959      24.1545      50.0439
     960      24.2839      50.8513
     961      24.1145      37.4398
     962      24.1286      50.6303
     963      24.1821      36.4724
     964      24.0982      37.7383
     965      24.2409      50.1510
     966      24.2025      36.9040
     967      24.1705      37.7894
     968      24.0759      37.5317
     969      24.0506      37.9322
     970      24.0918      39.1920
     971      23.9777      37.4025
     972      23.9913      39.8131
     973      24.0419      40.7187
     974      24.0764      40.2196
     975      24.1706      39.6373
     976      24.1471      38.6511
     977      24.2884      37.3989
     978      24.2266      37.5320
     979      24.0874      49.4042
     980      24.2527      49.5530
     981      24.2338      35.9977
     982      24.1933      38.2460
     983      24.1088      37.9517
     984      24.0806      50.5992
     985      24.1077      51.1725
     986      24.1115      35.6142
     987      24.0596      48.9662
     988      23.9954      48.6250
     989      24.1088      49.8300
     990      24.0682      48.9080
     991      23.9374      49.6065
     992      23.9656      48.7145
     993      23.9551      49.4369
     994      24.0733      49.7749
     995      24.1197      49.3567
     996      24.0864      51.0644
     997      24.2806      51.2969
     998      24.0921      50.1302
     999      24.1807      50.3787
    1000      24.0797      49.6625
    1001      24.1196      49.0370
    1002      24.1563      48.6436
    1003      24.0394      48.3788
    1004      24.0322      48.4773
    1005      24.0937      48.5662
    1006      24.1267      49.3572
    1007      24.0655      48.7010
    1008      24.0426      48.8943
    1009      24.1960      48.7323
    1010      24.1504      48.9750
    1011      24.1375      49.0302
    1012      24.1636      48.8014
    1013      24.0235      48.5402
    1014      24.0915      48.6170
    1015      24.0606      49.7127
    1016      24.0106      48.7143
    1017      24.0683      49.4549
    1018      24.1374      48.7291
    1019      24.1260      49.6397
    1020      24.2602      49.8876
    1021      24.3169      50.2054
    1022      24.2405      48.9701
    1023      24.0596      35.0066
    1024      24.0475      48.6063
    1025      24.1148      49.5119
    1026      24.1648      49.3183
    1027      24.0573      49.5276
    1028      24.0850      49.5119
    1029      24.0482      48.8584
    1030      24.0722      49.7193
    1031      24.0238      49.5943
    1032      24.0789      48.9226
    1033      24.0840      49.1589
    1034      23.9608      49.0499
    1035      24.1693      51.2742
    1036      24.3246      50.9492
    1037      24.1067      49.8278
    1038      24.0924      50.9753
    1039      24.1693      49.4658
    1040      24.0275      47.3950
    1041      24.0764      49.1642
    1042      23.9828      48.6201
    1043      24.1163      49.0005
    1044      23.9939      48.0503
    1045      24.0515      49.4108
    1046      24.0161      48.2908
    1047      24.0960      49.7622
    1048      24.1592      50.8849
    1049      24.1056      50.2936
    1050      24.0702      50.3475
    1051      24.0386      50.7324
    1052      24.0515      49.2604
    1053      24.1896      51.2056
    1054      24.1878      50.2993
    1055      24.1195      49.0742
    1056      24.0738      50.8592
    1057      24.0234      50.2219
    1058      24.0053      50.3076
    1059      24.0226      49.9185
    1060      24.0704      49.6381
    1061      24.1504      51.1241
    1062      23.9874      48.5685
    1063      24.1065      49.9624
    1064      24.2001      49.6123
    1065      24.1239      50.9438
