#Frame      Mn1_Ox_OZ    Mn1_Ox_OY    Mn1_Ox_OX
     764       2.1603       4.1010       2.3319
     765       2.1145       4.1371       2.4632
     766       2.2268       4.1930       2.3486
     767       2.2839       4.2261       2.3726
     768       2.1122       4.0512       2.3766
     769       2.1731       4.0738       2.2587
     770       2.1088       4.0809       2.2868
     771       2.0705       4.1336       2.4684
     772       2.1281       4.0536       2.3872
     773       2.1330       4.0464       2.4198
     774       2.1179       4.0156       2.1803
     775       2.1326       4.1338       2.3434
     776       2.1729       4.0948       2.2159
     777       2.0745       4.0255       2.1972
     778       2.0729       4.0803       2.4897
     779       2.1028       4.0354       2.5574
     780       2.0628       4.1289       2.4199
     781       2.0684       4.0625       2.2794
     782       2.1499       4.1547       2.3403
     783       2.1531       4.1539       2.4654
     784       2.0104       3.9858       2.5882
     785       2.0972       4.0722       2.4748
     786       2.1010       4.0415       2.3823
     787       2.1841       4.0684       2.5316
     788       2.0182       3.9864       2.3753
     789       2.0275       3.9420       2.3359
     790       2.1150       4.0970       2.3759
     791       2.0061       3.9945       2.2576
     792       2.0722       4.0225       2.4424
     793       2.1287       4.1579       2.3540
     794       2.0621       3.9773       2.2620
     795       2.2019       4.1090       2.4370
     796       2.1257       4.0494       2.6408
     797       2.1015       3.9615       2.3337
     798       2.0952       4.0328       2.2777
     799       2.1228       4.0854       2.5498
     800       1.9884       3.9831       2.4214
     801       2.1220       4.0884       2.3813
     802       2.1307       4.1110       2.3458
     803       2.0264       4.0384       2.3223
     804       2.0404       3.9571       2.5128
     805       2.0831       4.0798       2.4196
     806       2.2706       4.2842       2.1443
     807       2.1708       4.2219       2.6361
     808       2.1735       4.1710       2.2661
     809       2.1022       4.1161       2.4068
     810       2.0949       4.1735       2.4527
     811       2.1582       4.0026       2.1658
     812       2.0946       4.0380       2.5028
     813       1.9841       3.9915       2.3411
     814       2.0908       3.9491       2.3563
     815       2.0295       4.1032       2.2575
     816       2.1513       4.1239       2.4879
     817       2.0567       4.0293       2.3130
     818       2.1356       4.0617       2.3003
     819       2.0693       4.0916       2.7349
     820       2.1877       4.0665       2.0372
     821       2.1884       4.1531       2.3221
     822       2.1694       4.1293       2.6658
     823       2.1429       4.1044       2.4640
     824       1.9670       4.0111       2.4136
     825       2.0858       4.0893       2.4697
     826       1.9922       3.9543       2.3467
     827       2.0507       4.0198       2.3089
     828       1.9997       4.0001       2.3757
     829       2.1534       4.0398       2.3556
     830       2.1382       4.0930       2.2180
     831       1.9446       3.9599       2.3495
     832       2.1155       4.0605       2.3974
     833       2.0096       3.9571       2.4080
     834       1.9225       3.9484       2.2396
     835       2.1528       3.9980       2.4455
     836       1.9168       3.9421       2.2081
     837       2.0302       3.9748       2.4540
     838       1.9874       3.9833       2.4216
     839       2.0021       3.9965       2.3202
     840       2.1649       4.1866       2.3958
     841       2.1996       4.1933       2.4737
     842       2.0131       4.0330       2.3624
     843       2.0521       4.0755       2.3648
     844       1.9473       4.0015       2.4545
     845       2.0673       4.0660       2.3776
     846       2.0718       4.0501       2.4807
     847       2.2114       4.1808       2.3052
     848       2.2172       4.2562       2.4070
     849       2.1072       4.0923       2.2846
     850       2.1196       4.0994       2.2605
     851       2.0163       4.0429       2.3231
     852       2.1584       4.1796       2.3961
     853       1.9643       4.0569       2.4543
     854       2.1000       4.0251       2.3110
     855       2.0444       3.9993       2.5880
     856       2.1075       4.0823       2.4364
     857       2.1106       4.1192       2.3443
     858       2.0419       4.0202       2.4477
     859       2.0137       3.9591       2.5872
     860       2.1884       4.1628       2.4513
     861       2.1935       4.1621       2.2591
     862       2.1703       4.1204       2.3548
     863       2.1728       4.1371       2.0207
     864       2.1157       4.1617       2.3763
     865       2.0957       3.8121       2.0657
     866       2.1177       4.0759       2.2881
     867       1.9626       3.9802       2.3183
     868       1.9972       3.8909       2.2549
     869       2.1065       3.9693       2.2020
     870       2.0644       3.9889       2.3091
     871       2.0060       3.9626       2.3876
     872       2.0862       4.0794       2.3879
     873       2.1854       4.1429       2.3727
     874       2.0769       4.0753       2.2616
     875       2.2106       4.1603       2.5239
     876       2.0111       3.8194       2.3314
     877       2.1133       4.0286       2.2738
     878       1.9836       4.0460       2.4079
     879       2.2083       4.1783       2.2293
     880       2.0934       4.0283       2.2044
     881       2.0827       4.0508       2.3586
     882       2.1313       4.0001       2.4194
     883       2.1274       3.9971       2.3590
     884       1.9841       3.9409       2.4787
     885       2.0047       3.9242       2.1710
     886       2.1675       4.0919       2.2994
     887       1.9592       3.9176       2.3800
     888       2.0208       4.0251       2.4592
     889       2.1892       4.0397       2.2455
     890       2.0674       4.1001       2.4492
     891       2.0486       3.9715       2.2904
     892       2.1518       4.1415       2.4507
     893       2.1703       4.1005       2.2744
     894       2.0910       4.0978       2.3840
     895       2.1532       4.0972       2.2688
     896       2.2555       4.2366       2.3589
     897       2.1645       4.1162       2.3536
     898       2.1154       4.1263       2.3827
     899       2.2551       4.1950       2.2777
     900       2.1903       4.1780       2.6052
     901       2.1303       4.1069       2.2692
     902       1.9206       3.9006       2.3203
     903       2.0959       4.0502       2.2721
     904       2.1105       4.1633       2.5328
     905       2.1035       4.0951       2.3402
     906       2.1856       4.2204       2.2733
     907       2.0426       3.9287       2.3058
     908       2.1238       4.1162       2.4064
     909       2.1237       4.0959       2.4491
     910       2.1940       4.2524       2.4765
     911       2.0759       4.0120       2.4208
     912       2.0668       4.0973       2.3597
     913       2.0445       4.0315       2.3616
     914       2.0454       4.0161       2.1501
     915       2.0651       4.0199       2.5793
     916       2.1595       4.0398       2.5075
     917       2.1425       4.1263       2.5037
     918       2.0700       4.0222       2.3607
     919       2.1414       4.1084       2.3082
     920       2.0374       4.0247       2.3289
     921       2.0557       3.9405       2.3396
     922       2.0491       3.9330       2.2776
     923       2.1762       4.1654       2.2620
     924       2.2105       4.1241       2.3982
     925       2.0557       4.1176       2.5906
     926       2.1087       4.1394       2.4564
     927       2.0357       4.0704       2.4409
     928       2.0780       4.0485       2.5060
     929       2.0057       3.9467       2.3290
     930       2.0223       4.0988       2.3288
     931       2.0830       4.0375       2.3562
     932       2.2111       4.1928       2.3384
     933       2.0526       4.0637       2.3973
     934       2.1177       4.0291       2.4083
     935       2.0935       4.0557       2.4754
     936       1.9649       4.0218       2.3775
     937       2.2301       4.2238       2.4589
     938       2.1662       4.2179       2.4138
     939       2.0145       4.0572       2.5043
     940       2.1774       4.0964       2.2698
     941       2.0787       4.0135       2.1275
     942       2.0615       4.0395       2.3408
     943       2.1121       4.1797       2.3542
     944       2.0064       4.0235       2.4030
     945       2.1110       4.0899       2.3161
     946       2.2091       4.1275       2.3129
     947       1.9246       3.9428       2.5008
     948       2.0581       3.9695       2.4151
     949       2.0312       4.0621       2.4760
     950       2.0773       4.1503       2.6530
     951       2.1108       4.1712       2.5034
     952       2.1092       4.1352       2.2078
     953       2.1569       4.1920       2.4447
     954       2.1105       4.0787       2.2074
     955       2.3288       4.2775       2.3785
     956       2.0713       4.0492       2.2625
     957       2.0374       4.1261       2.6031
     958       2.1155       3.9780       2.3618
     959       2.0582       4.1347       2.4444
     960       2.0167       3.9977       2.3654
     961       1.9825       4.0150       2.3092
     962       2.0390       3.8472       2.4861
     963       2.0524       4.2038       2.5371
     964       2.1073       4.0264       2.4898
     965       2.1130       4.0574       2.2266
     966       2.1658       4.1864       2.4661
     967       2.1057       4.2085       2.4871
     968       2.0616       4.0600       2.1987
     969       2.0498       4.0279       2.3389
     970       2.0949       4.0180       2.3657
     971       2.0926       4.0966       2.4832
     972       2.0700       4.1100       2.2995
     973       2.1387       4.0703       2.2847
     974       2.0874       4.0507       2.4190
     975       1.9520       3.9997       2.2522
     976       2.0122       4.0291       2.4118
     977       2.1035       4.1392       2.3719
     978       2.1725       4.1403       2.1978
     979       1.9840       3.9785       2.2799
     980       2.0113       4.0854       2.5181
     981       2.1108       4.1189       2.3262
     982       1.9982       3.9749       2.3367
     983       2.0969       3.9411       2.3696
     984       2.1724       4.1751       2.3938
     985       2.0876       4.0054       2.3856
     986       2.2369       4.1034       2.3055
     987       1.9743       3.9819       2.3732
     988       2.0062       3.9898       2.1217
     989       2.2027       4.1843       2.4749
     990       2.1335       4.1197       2.4539
     991       2.1518       4.0567       2.3258
     992       2.0757       4.0625       2.5427
     993       2.2018       4.2436       2.4887
     994       2.0802       4.1047       2.5358
     995       2.0105       4.0034       2.3370
     996       1.9466       4.0334       2.4885
     997       2.1513       4.1615       2.3968
     998       2.1702       4.0830       2.3629
     999       2.0593       4.0053       2.1577
    1000       2.1037       4.0365       2.2449
