#Frame            RoG     RoG[Max]
   11322      24.2016      44.0812
   11323      24.0922      43.3423
   11324      24.0809      43.4282
   11325      24.1778      44.4450
   11326      24.1264      44.1340
   11327      24.1036      43.6442
   11328      24.0410      43.6242
   11329      24.1344      44.4850
   11330      24.1509      43.9212
   11331      24.1500      43.2620
   11332      24.1667      43.1534
   11333      24.1590      42.8792
   11334      24.1390      42.8237
   11335      24.1571      43.1695
   11336      24.1415      43.1813
   11337      24.1290      43.5405
   11338      24.2625      43.8858
   11339      24.2025      43.7161
   11340      24.1544      43.5193
   11341      24.1967      43.5740
   11342      24.2555      45.0449
   11343      24.2122      45.0406
   11344      24.0856      44.8904
   11345      24.2046      43.9004
   11346      24.2715      44.4754
   11347      24.1693      43.8278
   11348      24.1964      44.4528
   11349      24.1721      44.6834
   11350      24.3213      45.5875
   11351      24.1572      44.5569
   11352      24.1685      44.8747
   11353      24.2964      45.3711
   11354      24.1102      44.1192
   11355      24.1514      43.9584
   11356      24.2078      43.4440
   11357      24.2793      44.7294
   11358      24.1967      44.0685
   11359      24.2515      44.3908
   11360      24.2159      44.3572
   11361      24.1420      43.9716
   11362      24.2659      44.4141
   11363      24.2827      44.1996
   11364      24.1532      43.8735
   11365      24.3139      44.6452
   11366      24.2340      45.0038
   11367      24.1323      44.1120
   11368      24.1466      44.1797
   11369      24.2464      44.5257
   11370      24.2310      44.8130
   11371      24.2453      45.1722
   11372      24.1434      44.6643
   11373      24.0738      44.2992
   11374      24.0913      44.1807
   11375      24.2648      44.6235
   11376      24.2802      45.6622
   11377      24.1793      44.4049
   11378      24.1899      45.3335
   11379      24.1447      45.0236
   11380      24.0713      44.4821
   11381      24.1827      44.4843
   11382      24.1978      44.9068
   11383      24.2458      44.8259
   11384      24.3028      44.8713
   11385      24.2036      44.0074
   11386      24.2817      43.9738
   11387      24.2521      44.5296
   11388      24.1773      43.4830
   11389      24.2053      44.1568
   11390      24.1759      44.0546
   11391      24.2085      44.3604
   11392      24.1768      43.2033
   11393      24.2094      43.0540
   11394      24.1516      43.6802
   11395      24.1420      43.0878
   11396      24.0856      43.2442
   11397      24.1057      43.0705
   11398      24.1480      43.7154
   11399      24.1236      43.7929
   11400      24.3061      44.1168
   11401      24.2999      44.2408
   11402      24.2300      43.4503
   11403      24.1430      43.2867
   11404      24.1545      43.3101
   11405      24.2238      43.3869
   11406      24.2235      43.2238
   11407      24.2487      43.0741
   11408      24.2118      44.1128
   11409      24.2253      43.2287
   11410      24.2622      44.6007
   11411      24.3281      43.4210
   11412      24.2656      43.6163
   11413      24.2123      43.4001
   11414      24.3408      43.4507
   11415      24.2175      44.0834
   11416      24.2530      43.6309
   11417      24.3229      44.5323
   11418      24.2346      44.1886
   11419      24.3371      44.9111
   11420      24.2724      43.6288
   11421      24.3485      43.7814
   11422      24.3531      44.1637
   11423      24.2485      43.7240
   11424      24.1119      42.7544
   11425      24.1966      43.0644
   11426      24.2133      44.1740
   11427      24.4791      45.1178
   11428      24.3987      44.4367
   11429      24.3609      44.1315
   11430      24.3197      43.5145
   11431      24.2929      43.7881
   11432      24.2500      44.0882
   11433      24.2308      44.4410
   11434      24.2321      44.0511
   11435      24.3653      44.4804
   11436      24.2233      43.6409
   11437      24.2183      43.8967
   11438      24.2248      44.3600
   11439      24.2182      44.1631
   11440      24.3738      44.0976
   11441      24.2971      43.6876
   11442      24.2376      44.2036
   11443      24.2650      43.9423
   11444      24.2029      44.1417
   11445      24.2087      43.9972
   11446      24.2371      43.8829
   11447      24.3549      44.4929
   11448      24.3502      44.0189
   11449      24.3082      45.0509
   11450      24.2815      44.8036
   11451      24.3808      44.6740
   11452      24.2676      44.3760
   11453      24.2643      44.1376
   11454      24.3407      44.2621
   11455      24.3788      44.9607
   11456      24.4602      44.5936
   11457      24.3879      44.4338
   11458      24.4061      45.3091
   11459      24.4052      44.6268
   11460      24.4060      44.1266
   11461      24.2897      44.0989
   11462      24.2842      44.0020
   11463      24.3281      43.9095
   11464      24.3803      43.8726
   11465      24.3629      43.8505
   11466      24.2142      43.2794
   11467      24.2565      43.1959
   11468      24.1949      43.1451
   11469      24.2574      42.5198
   11470      24.2282      42.7374
   11471      24.2303      43.1815
   11472      24.1685      43.2284
   11473      24.2335      43.6854
   11474      24.2028      44.2967
   11475      24.1846      43.9975
   11476      24.1958      44.1927
   11477      24.2480      44.0246
   11478      24.3025      45.2724
   11479      24.4813      45.4588
   11480      24.3821      44.3836
   11481      24.3518      44.6077
   11482      24.3528      45.0684
   11483      24.4129      45.7076
   11484      24.3991      44.6711
   11485      24.3631      45.0937
   11486      24.3180      43.9947
   11487      24.3985      44.5923
   11488      24.4864      45.4595
   11489      24.4547      45.9115
   11490      24.4023      45.5840
   11491      24.3717      45.5057
   11492      24.2886      44.3246
   11493      24.4086      44.9380
   11494      24.3131      44.7496
   11495      24.3179      45.0559
   11496      24.3834      44.8362
   11497      24.3354      44.4491
   11498      24.4363      45.2249
   11499      24.3828      45.5847
   11500      24.4236      46.2219
   11501      24.4295      45.6867
   11502      24.4515      45.4956
   11503      24.3517      44.9273
   11504      24.2761      43.5707
   11505      24.3505      43.9866
   11506      24.2739      44.0450
   11507      24.3232      43.9308
   11508      24.3374      44.5924
   11509      24.3461      43.9241
   11510      24.3470      44.6495
   11511      24.4300      44.8807
   11512      24.3721      44.5288
   11513      24.3974      45.3373
   11514      24.2469      43.8798
   11515      24.2257      43.8264
   11516      24.2514      43.7629
   11517      24.2406      43.4759
   11518      24.3022      43.9090
   11519      24.4204      44.1877
   11520      24.2072      43.6461
   11521      24.3560      43.5844
   11522      24.3998      44.1947
   11523      24.4236      44.2612
   11524      24.5290      44.1913
   11525      24.4353      43.9173
   11526      24.4454      43.6052
   11527      24.3435      43.1701
   11528      24.5452      44.8360
   11529      24.3994      44.7850
   11530      24.5032      44.8210
   11531      24.4453      44.3632
   11532      24.4604      45.0918
   11533      24.4584      45.2662
   11534      24.3794      44.2374
   11535      24.3865      43.9153
   11536      24.4230      45.1696
   11537      24.3954      43.9884
   11538      24.3582      44.2292
   11539      24.3370      44.3634
   11540      24.3470      44.9679
   11541      24.4826      44.7229
   11542      24.4866      44.2206
   11543      24.4872      44.5789
   11544      24.3107      44.2115
   11545      24.3896      44.2760
   11546      24.3368      44.7750
   11547      24.4739      45.3869
   11548      24.4609      45.3769
   11549      24.3654      44.6388
   11550      24.2505      44.2563
   11551      24.3517      44.8637
   11552      24.2451      44.4271
   11553      24.2873      45.1136
   11554      24.4588      46.4733
   11555      24.3933      44.6786
   11556      24.3936      44.7657
   11557      24.4772      45.2814
   11558      24.3084      44.6386
   11559      24.3670      45.2763
   11560      24.3929      45.6693
   11561      24.3725      45.2148
   11562      24.3457      44.4546
   11563      24.3644      45.4377
   11564      24.4493      44.1385
   11565      24.5121      45.3011
   11566      24.3532      45.2792
   11567      24.3678      45.5575
   11568      24.4126      45.4130
   11569      24.3513      45.2056
   11570      24.5104      45.8266
   11571      24.5203      46.2387
   11572      24.4832      45.5845
   11573      24.4389      44.7648
   11574      24.4626      46.4061
   11575      24.3811      46.1585
   11576      24.2349      45.5012
   11577      24.3424      45.8646
   11578      24.3538      46.3064
   11579      24.3586      45.6695
   11580      24.1969      45.8858
   11581      24.3316      46.1871
   11582      24.2254      45.2794
   11583      24.3608      45.7526
   11584      24.3088      45.4230
   11585      24.1882      44.6411
   11586      24.2719      44.0611
   11587      24.3446      44.7338
   11588      24.2717      44.5428
   11589      24.3319      44.4256
   11590      24.2003      42.7746
   11591      24.2702      44.2882
   11592      24.1359      43.7071
   11593      24.2793      44.0409
   11594      24.2608      43.7362
   11595      24.1845      43.6576
   11596      24.2309      43.7411
   11597      24.3512      44.2422
   11598      24.3284      44.1176
   11599      24.3200      43.7057
   11600      24.3331      44.0741
   11601      24.3201      43.7127
   11602      24.3740      43.7122
   11603      24.2901      43.3849
   11604      24.3548      43.6446
   11605      24.3359      43.8577
   11606      24.2567      42.9647
   11607      24.1858      43.8074
   11608      24.3458      44.5597
   11609      24.2014      44.5315
   11610      24.3608      45.0494
   11611      24.2720      45.2074
   11612      24.3409      45.1091
   11613      24.3157      45.2443
   11614      24.1332      44.2164
   11615      24.2666      45.0272
   11616      24.4011      45.4280
   11617      24.5824      45.6409
   11618      24.4589      44.2002
   11619      24.3164      43.4315
   11620      24.2802      43.5160
   11621      24.3579      44.1745
   11622      24.2794      43.4630
   11623      24.3449      44.3732
   11624      24.3654      44.2619
   11625      24.4387      43.6866
   11626      24.4613      43.8964
   11627      24.4559      44.8346
   11628      24.5308      44.8261
   11629      24.5469      45.0308
   11630      24.4703      44.8310
   11631      24.4433      45.5248
   11632      24.5205      46.0155
   11633      24.5873      45.4426
   11634      24.5907      45.1878
   11635      24.5658      45.3838
   11636      24.5155      45.1241
   11637      24.4129      44.3177
   11638      24.5399      45.3654
   11639      24.6095      44.8780
   11640      24.5210      45.0428
   11641      24.5246      45.2737
   11642      24.5845      45.7037
   11643      24.4728      45.5834
   11644      24.5641      45.3879
   11645      24.5746      45.9956
   11646      24.4854      45.4578
   11647      24.5001      46.1054
   11648      24.3142      45.7044
   11649      24.3232      45.0361
   11650      24.2571      44.4477
   11651      24.3522      44.3107
   11652      24.3234      45.0010
   11653      24.2319      44.5254
   11654      24.3786      45.4492
   11655      24.2930      43.9384
   11656      24.2557      44.0377
   11657      24.3307      44.4907
   11658      24.2530      44.6915
   11659      24.2716      44.8717
   11660      24.1197      43.8896
   11661      24.1609      44.5740
   11662      24.2076      44.0028
   11663      24.2064      44.0133
   11664      24.2846      43.8424
   11665      24.2963      44.3933
   11666      24.2594      44.5602
   11667      24.2491      43.7187
   11668      24.1730      43.7194
   11669      24.1421      43.3031
   11670      24.2585      43.8922
   11671      24.3321      45.0020
   11672      24.3441      44.7695
   11673      24.2747      44.3370
   11674      24.2565      44.2719
   11675      24.2970      44.3522
   11676      24.2290      44.5310
   11677      24.3456      44.6340
   11678      24.3506      44.0974
   11679      24.1927      43.2138
   11680      24.1806      43.7266
   11681      24.2296      43.0343
   11682      24.2441      43.3509
   11683      24.2314      43.0831
   11684      24.2848      43.6453
   11685      24.2505      43.7257
   11686      24.1915      43.2342
   11687      24.1960      43.2965
   11688      24.2551      43.5009
   11689      24.4074      43.9524
   11690      24.2692      43.5304
   11691      24.2914      43.6675
   11692      24.3203      44.0720
   11693      24.2402      43.7474
   11694      24.2670      43.7522
   11695      24.1395      43.5973
   11696      24.2111      43.2072
   11697      24.2162      43.3550
   11698      24.1718      43.4055
   11699      24.1708      43.1157
   11700      24.4774      44.3371
   11701      24.3936      43.7651
   11702      24.3287      43.5761
   11703      24.4779      44.1228
   11704      24.3762      43.6150
   11705      24.3204      43.5413
   11706      24.3378      43.5606
   11707      24.4076      43.8785
   11708      24.2872      44.0426
   11709      24.3666      44.8600
   11710      24.2542      44.4770
   11711      24.2943      44.4906
   11712      24.3578      45.2118
   11713      24.4136      44.7325
   11714      24.3330      44.5563
   11715      24.2400      44.0513
   11716      24.1868      44.2608
   11717      24.2525      43.3163
   11718      24.2141      44.0430
   11719      24.2544      44.4261
   11720      24.2644      44.6854
   11721      24.2008      44.1689
   11722      24.3123      44.8893
   11723      24.3665      44.5967
   11724      24.3842      44.8993
   11725      24.2820      44.8985
   11726      24.2419      44.5431
   11727      24.1837      43.9636
   11728      24.2531      43.8896
   11729      24.2383      45.0541
   11730      24.2574      44.9677
   11731      24.2422      45.0025
   11732      24.2734      44.8549
   11733      24.2905      45.5830
   11734      24.3296      45.8161
   11735      24.3736      45.7366
   11736      24.2908      44.5121
   11737      24.4185      45.2894
   11738      24.4321      45.9568
   11739      24.3909      45.7743
   11740      24.2947      45.2516
   11741      24.3946      45.4662
   11742      24.4330      45.7654
   11743      24.3998      45.2059
   11744      24.3621      44.9957
   11745      24.4084      45.7314
   11746      24.4469      46.3552
   11747      24.4682      46.6393
   11748      24.3658      45.8839
   11749      24.4447      45.6877
   11750      24.2851      44.9691
   11751      24.3611      45.2853
   11752      24.2621      45.3791
   11753      24.2246      44.4187
   11754      24.2379      44.3943
   11755      24.4725      44.7938
   11756      24.3937      43.7423
   11757      24.2802      44.1674
   11758      24.3476      44.0666
   11759      24.3621      44.7242
   11760      24.2042      43.9863
   11761      24.3296      45.0198
   11762      24.2624      44.1094
   11763      24.3246      44.7997
   11764      24.2668      45.0972
   11765      24.2223      44.8186
   11766      24.2375      45.2008
   11767      24.3441      45.3943
   11768      24.3633      45.8083
   11769      24.4041      46.0208
   11770      24.3518      45.8894
   11771      24.3653      45.7486
   11772      24.3739      46.2155
   11773      24.1833      44.6868
   11774      24.2785      45.8734
   11775      24.4038      46.6256
   11776      24.3175      45.4411
   11777      24.4440      46.7139
   11778      24.3490      45.7688
   11779      24.2802      44.9993
   11780      24.2776      45.5052
   11781      24.3555      46.1216
   11782      24.3396      46.1664
   11783      24.2036      45.2101
   11784      24.3137      45.8258
   11785      24.3583      45.5048
   11786      24.3091      45.9945
   11787      24.3010      46.6523
   11788      24.2524      46.2494
   11789      24.3286      45.8949
   11790      24.4014      46.4684
   11791      24.4160      46.9121
   11792      24.2618      46.5096
   11793      24.1939      45.1482
   11794      24.2496      45.2636
   11795      24.2925      45.8033
   11796      24.2461      45.8141
   11797      24.2236      45.6827
   11798      24.2412      45.8316
   11799      24.2961      46.9461
   11800      24.4587      48.1281
   11801      24.3234      47.3450
   11802      24.2970      46.5020
   11803      24.3869      46.9254
   11804      24.2921      46.7553
   11805      24.2501      45.2659
   11806      24.2851      45.4941
   11807      24.1254      44.9635
   11808      24.2320      45.2656
   11809      24.3131      46.1283
   11810      24.2891      45.5242
   11811      24.3974      45.9566
   11812      24.2888      46.1176
   11813      24.1733      45.3932
   11814      24.3502      45.5511
   11815      24.3612      45.4586
   11816      24.2834      45.9613
   11817      24.3648      46.7046
   11818      24.3166      46.4268
   11819      24.3292      46.2137
   11820      24.2878      46.0715
   11821      24.1316      45.4353
   11822      24.2877      46.2217
   11823      24.2462      46.3240
   11824      24.2006      45.6855
   11825      24.1827      45.6380
   11826      24.2781      46.7459
   11827      24.2451      45.9420
   11828      24.1537      45.2432
   11829      24.1753      45.4187
   11830      24.2557      45.6159
   11831      24.2707      44.9555
   11832      24.3298      46.3864
   11833      24.3460      45.8134
   11834      24.3563      45.5571
   11835      24.2612      45.4721
   11836      24.2659      46.0814
   11837      24.1132      44.3585
   11838      24.0811      44.4447
   11839      24.2539      44.3479
   11840      24.1608      44.8715
   11841      24.1552      44.0512
   11842      24.0843      44.1300
   11843      24.1448      44.7219
   11844      24.0232      43.2226
   11845      24.1219      44.4897
   11846      24.0477      44.1062
   11847      24.1443      44.3637
   11848      24.1015      43.9205
   11849      24.0843      43.3540
   11850      24.0891      43.5105
   11851      24.0876      43.5752
   11852      23.9661      42.9263
   11853      24.0298      43.6947
   11854      24.0335      43.7282
   11855      23.9018      44.0520
   11856      23.9923      44.2993
   11857      23.9763      44.6224
   11858      24.0833      45.0320
   11859      24.0543      44.2779
   11860      24.2023      45.2882
   11861      24.1376      44.1794
   11862      24.0868      44.6614
   11863      24.1786      45.5906
   11864      24.1430      45.6030
   11865      24.1569      45.4281
   11866      24.1066      45.0124
   11867      24.0931      45.1546
   11868      24.1101      45.1115
   11869      24.2507      44.9922
   11870      24.1872      45.7867
   11871      24.1909      44.6357
   11872      24.2734      44.9721
   11873      24.2200      44.6917
   11874      24.1958      44.4182
   11875      24.2304      44.8174
   11876      24.2121      44.4388
   11877      24.1415      44.3565
   11878      24.1190      43.8207
   11879      24.1240      43.9634
   11880      24.1510      44.1760
   11881      24.1128      44.5369
   11882      24.1642      44.1147
   11883      24.1335      44.2942
   11884      24.2287      44.4565
   11885      24.2635      44.7160
   11886      24.1561      43.8682
   11887      24.2102      44.3158
   11888      24.1196      43.8784
   11889      24.0697      43.5598
   11890      23.9830      43.2541
   11891      24.0567      43.8281
   11892      24.0414      43.2965
   11893      24.0783      43.8165
   11894      24.0863      43.2855
   11895      24.0720      43.2842
   11896      24.0054      43.1319
   11897      24.0366      43.1982
   11898      24.0551      42.9568
   11899      24.1252      43.7838
   11900      24.1428      43.6567
   11901      24.2996      44.4062
   11902      24.2126      43.8648
   11903      24.1644      43.9174
   11904      24.1314      44.0682
   11905      24.1957      43.9760
   11906      24.3745      44.9696
   11907      24.2701      45.0335
   11908      24.3459      45.5843
   11909      24.2014      45.2150
   11910      24.1729      44.3375
   11911      24.1441      44.2074
   11912      24.3177      44.5103
   11913      24.2534      44.8347
   11914      24.2462      44.9380
   11915      24.2417      44.3164
   11916      24.3934      45.9106
   11917      24.3120      45.0908
   11918      24.2614      45.2821
   11919      24.3248      45.5322
   11920      24.2377      45.2307
   11921      24.3281      45.5815
   11922      24.4086      46.0663
   11923      24.4295      45.6693
   11924      24.3932      45.8991
   11925      24.3009      45.0805
   11926      24.3141      45.8091
   11927      24.3732      45.5741
   11928      24.3413      45.1723
   11929      24.3096      44.4610
   11930      24.2507      45.0407
   11931      24.2561      45.0215
   11932      24.2624      45.0106
   11933      24.2856      45.8619
   11934      24.2661      45.2897
   11935      24.2771      45.5441
   11936      24.2773      45.2069
   11937      24.2995      44.8227
   11938      24.1796      44.7362
   11939      24.1125      44.5349
   11940      24.1414      43.6181
   11941      24.1335      43.9569
   11942      24.1824      44.1007
   11943      24.2359      44.4197
   11944      24.2317      44.7764
   11945      24.2152      43.5589
   11946      24.1799      44.1118
   11947      24.2422      44.6964
   11948      24.2754      45.0762
   11949      24.3528      45.2036
   11950      24.3017      44.4398
   11951      24.3316      44.1164
   11952      24.2115      44.1157
   11953      24.2450      44.3404
   11954      24.2761      45.6037
   11955      24.2701      45.0774
   11956      24.3095      44.6790
   11957      24.4244      44.8017
   11958      24.2744      44.3247
   11959      24.3373      45.2416
   11960      24.3674      44.8778
   11961      24.3659      44.1606
   11962      24.3932      44.4442
   11963      24.3865      44.3293
   11964      24.4506      45.1722
   11965      24.3054      43.8261
   11966      24.3101      44.0867
   11967      24.2971      44.6212
   11968      24.3522      44.7162
   11969      24.3111      44.4986
   11970      24.2233      44.6472
   11971      24.3832      44.3123
   11972      24.3101      44.3261
   11973      24.4052      45.0111
   11974      24.4712      44.5840
   11975      24.4131      44.5562
   11976      24.4307      45.2291
   11977      24.3931      44.4665
   11978      24.4469      45.5414
   11979      24.2914      44.6312
   11980      24.3812      44.5606
   11981      24.4304      45.3312
   11982      24.2781      44.4043
   11983      24.2458      43.9219
   11984      24.2802      43.1330
   11985      24.3743      44.3336
   11986      24.3070      43.3242
   11987      24.3278      43.8437
   11988      24.3388      43.7891
   11989      24.2981      43.8239
   11990      24.3774      44.2660
   11991      24.3277      44.1163
   11992      24.3107      44.6134
   11993      24.4031      45.4782
   11994      24.3349      43.7247
   11995      24.2539      44.0695
   11996      24.2941      44.3347
   11997      24.2987      44.1834
   11998      24.3504      44.6452
   11999      24.3920      44.6975
   12000      24.3853      44.9335
   12001      24.3238      43.7199
   12002      24.3545      44.3297
   12003      24.3917      45.0371
   12004      24.3295      44.1030
   12005      24.4493      43.8901
   12006      24.4051      44.8441
   12007      24.3538      43.9668
   12008      24.2773      43.3768
   12009      24.3396      43.4296
   12010      24.3137      43.5344
   12011      24.3035      43.4240
   12012      24.3600      42.8110
   12013      24.2573      42.6514
   12014      24.4300      43.1952
   12015      24.4623      43.9743
   12016      24.4613      44.3351
   12017      24.3763      43.6267
   12018      24.3244      44.8751
   12019      24.3590      45.7580
   12020      24.3442      45.2718
   12021      24.3200      44.5048
   12022      24.3237      44.5518
   12023      24.2941      44.9363
   12024      24.2304      44.0545
   12025      24.4124      44.0971
   12026      24.3009      44.0539
   12027      24.3538      44.6031
   12028      24.1998      43.9328
   12029      24.1255      43.2632
   12030      24.1891      43.0936
   12031      24.1332      43.1703
   12032      24.1838      43.8553
   12033      24.0948      43.2838
   12034      24.1655      43.7927
   12035      24.2432      44.1090
   12036      24.2483      44.0158
   12037      24.3428      43.8003
   12038      24.3775      43.6689
   12039      24.2642      43.7104
   12040      24.2277      43.7951
   12041      24.2511      44.3427
   12042      24.1617      43.7984
   12043      24.0230      43.4783
   12044      24.1584      42.9157
   12045      24.1730      43.6237
   12046      24.1598      43.3174
   12047      24.1833      43.4633
   12048      24.1134      43.3452
   12049      24.1819      43.7351
   12050      24.1350      43.4760
   12051      24.0637      43.6331
   12052      24.1160      42.9396
   12053      24.1155      43.4468
   12054      24.1094      43.6108
   12055      24.1975      44.1465
   12056      24.2721      44.0769
   12057      24.1572      43.6210
   12058      24.2456      43.8508
   12059      24.1544      43.6507
   12060      24.1791      43.5741
   12061      24.3130      44.3030
   12062      24.2378      44.3209
   12063      24.1965      44.4377
   12064      24.2689      44.5593
   12065      24.2185      43.9995
   12066      24.2432      43.5567
   12067      24.3357      43.6244
   12068      24.3088      43.8300
   12069      24.3298      44.1508
   12070      24.3696      44.1448
   12071      24.2335      43.9337
   12072      24.2789      44.4066
   12073      24.2219      43.6281
   12074      24.3958      44.0691
   12075      24.4011      43.8212
   12076      24.3636      44.6248
   12077      24.3090      44.0472
   12078      24.3215      44.1941
   12079      24.2197      43.9021
   12080      24.2211      43.7359
   12081      24.2540      43.4626
   12082      24.1765      43.8040
   12083      24.1837      43.9443
   12084      24.1341      43.2053
   12085      24.1904      43.9050
   12086      24.1684      43.7826
   12087      24.1832      43.9614
   12088      24.2968      44.3526
   12089      24.4024      44.7819
   12090      24.3303      44.6325
   12091      24.2214      45.0428
   12092      24.2096      44.1635
   12093      24.3126      44.5921
   12094      24.3548      45.1636
   12095      24.3099      45.0695
   12096      24.3155      44.5573
   12097      24.2697      44.2074
   12098      24.2509      45.0528
   12099      24.3239      44.9297
   12100      24.3884      45.6663
   12101      24.3716      45.9299
   12102      24.2839      45.7127
   12103      24.3467      46.0531
   12104      24.2508      46.1236
   12105      24.4060      46.5096
   12106      24.3248      45.7797
   12107      24.3315      45.6354
   12108      24.3382      45.6835
   12109      24.3535      45.0509
   12110      24.3346      45.1587
   12111      24.3821      45.3948
   12112      24.3391      44.1942
   12113      24.2641      44.9107
   12114      24.2488      44.2685
   12115      24.2349      44.6258
   12116      24.1685      43.9287
   12117      24.2324      44.1429
   12118      24.3032      44.7562
   12119      24.3561      44.6917
   12120      24.2584      44.6674
   12121      24.2535      44.7065
   12122      24.2806      44.3927
   12123      24.2682      44.8734
   12124      24.3324      44.7517
   12125      24.2193      44.8488
   12126      24.2784      45.0878
   12127      24.3001      45.1590
   12128      24.3881      45.7177
   12129      24.3364      45.3208
   12130      24.2764      44.9197
   12131      24.2363      44.5648
   12132      24.3072      45.5899
   12133      24.3258      45.1015
   12134      24.3188      44.8335
   12135      24.3883      44.7673
   12136      24.3935      44.5974
   12137      24.2594      44.6059
   12138      24.2744      44.6747
   12139      24.3337      44.3675
   12140      24.3525      44.1113
   12141      24.3164      44.1352
   12142      24.2515      43.9854
   12143      24.2974      44.9044
   12144      24.2452      44.8624
   12145      24.2706      44.7598
   12146      24.3267      45.2325
   12147      24.3239      45.4992
   12148      24.3405      45.3136
   12149      24.3195      45.1548
   12150      24.4119      45.2559
   12151      24.3939      45.4125
   12152      24.4033      45.7594
   12153      24.4562      45.4733
   12154      24.5867      45.5343
   12155      24.5414      45.6332
   12156      24.5405      46.4286
   12157      24.4546      45.9492
   12158      24.2942      45.4089
   12159      24.4198      45.7380
   12160      24.3810      44.8642
   12161      24.4607      45.6234
   12162      24.4871      46.0045
   12163      24.4810      45.1818
   12164      24.4463      45.1929
   12165      24.3586      45.3469
   12166      24.4510      45.8875
   12167      24.4442      46.2248
   12168      24.3528      45.8606
   12169      24.2900      44.2430
   12170      24.3739      44.2726
   12171      24.3434      45.0238
   12172      24.2599      44.2440
   12173      24.3652      45.5567
   12174      24.3641      45.6272
   12175      24.3745      45.3360
   12176      24.3584      44.6530
   12177      24.3897      45.2666
   12178      24.3645      44.7711
   12179      24.3953      44.1454
   12180      24.4910      44.0475
   12181      24.4877      44.3500
   12182      24.3521      44.8139
   12183      24.3283      43.2958
   12184      24.3321      43.1864
   12185      24.3622      43.9001
   12186      24.3783      44.7760
   12187      24.2922      44.8486
   12188      24.3236      44.8050
   12189      24.3472      45.1335
   12190      24.3377      44.9623
   12191      24.3993      44.9559
   12192      24.3721      44.1788
   12193      24.4005      44.0017
   12194      24.4436      44.8480
   12195      24.2743      43.4029
   12196      24.4344      44.6846
   12197      24.4512      44.8197
   12198      24.4165      44.8361
   12199      24.3952      44.6729
   12200      24.3601      44.5076
   12201      24.2682      43.4384
   12202      24.3486      44.1772
   12203      24.3441      44.4767
   12204      24.3898      44.4715
   12205      24.3258      44.4119
   12206      24.4240      44.8752
   12207      24.3880      44.6538
   12208      24.3894      44.6917
   12209      24.3336      44.6537
   12210      24.3735      43.9654
   12211      24.2095      44.1458
   12212      24.2598      43.9782
   12213      24.2897      44.7996
   12214      24.1644      44.0648
   12215      24.1991      44.6695
   12216      24.2385      45.2674
   12217      24.1158      45.1322
   12218      24.1184      44.4630
   12219      24.1326      44.3811
   12220      24.0352      43.1057
   12221      24.0150      43.5270
   12222      24.1703      44.2122
   12223      24.1104      43.6830
   12224      24.1745      44.6892
   12225      24.2300      45.3907
   12226      24.2084      44.8391
   12227      24.3950      45.0113
   12228      24.1995      44.3290
   12229      24.1442      43.6127
   12230      24.2625      45.0869
   12231      24.2154      44.1101
   12232      24.2486      44.4861
   12233      24.3199      43.9038
   12234      24.3758      44.4488
   12235      24.1976      44.7388
   12236      24.3279      44.0653
   12237      24.2907      44.4859
   12238      24.2292      44.3638
   12239      24.2236      44.3308
   12240      24.2243      44.1809
   12241      24.2463      44.6423
   12242      24.2495      43.9711
   12243      24.2549      44.2681
   12244      24.2770      44.0726
   12245      24.3732      43.8139
   12246      24.3129      44.0084
   12247      24.4262      45.5254
   12248      24.3280      44.3399
   12249      24.2318      44.1805
   12250      24.1881      43.8205
   12251      24.2591      44.5289
   12252      24.1998      43.5573
   12253      24.2784      44.7051
   12254      24.2821      44.7391
   12255      24.2763      44.7974
   12256      24.2667      44.1829
   12257      24.2548      43.4401
   12258      24.2313      44.1597
   12259      24.2416      43.8653
   12260      24.3301      43.5577
   12261      24.1568      43.1553
   12262      24.2650      43.5574
   12263      24.4251      43.4705
   12264      24.4165      44.0848
   12265      24.3617      43.5254
   12266      24.2549      43.4592
   12267      24.2594      43.2369
   12268      24.1998      43.2382
   12269      24.1089      43.0671
   12270      24.2371      43.5423
   12271      24.2264      43.0386
   12272      24.1494      42.9322
   12273      24.1872      42.9437
   12274      24.2363      42.9239
   12275      24.0655      42.9571
   12276      23.9815      43.2615
   12277      23.9766      42.7593
   12278      24.1008      42.9179
   12279      24.0641      43.3838
   12280      24.0942      43.2318
   12281      24.0509      43.1818
   12282      24.1040      43.6589
   12283      24.1235      43.6454
   12284      24.1023      43.8569
   12285      24.1032      43.4837
   12286      24.1962      44.8088
   12287      24.1484      44.0720
   12288      24.1213      44.7276
   12289      24.2128      44.7688
   12290      24.2891      44.5142
   12291      24.3013      43.8464
   12292      24.1335      43.7090
   12293      24.1443      44.0163
   12294      24.1332      44.0262
   12295      24.0394      43.6809
   12296      24.1410      44.2435
   12297      24.1486      44.0595
   12298      24.1778      43.5889
   12299      24.1794      44.3916
   12300      24.1510      44.2750
   12301      24.2773      45.1843
   12302      24.2926      45.1873
   12303      24.2448      44.6428
   12304      24.1152      43.8913
   12305      24.2827      44.5858
   12306      24.1724      43.3289
   12307      24.2021      43.3132
   12308      24.2629      44.0515
   12309      24.2261      44.6069
   12310      24.2510      44.1149
   12311      24.1772      44.1607
   12312      24.2684      43.7786
   12313      24.1642      43.8634
   12314      24.2171      44.0310
   12315      24.2140      44.1413
   12316      24.0914      42.9936
   12317      24.1097      44.1080
   12318      24.1462      44.0004
   12319      24.2045      43.6369
