#Frame      Mn1_Ox_OZ    Mn1_Ox_OY    Mn1_Ox_OX
   25396       2.2072       4.1436       2.3034
   25397       2.0189       3.9216       2.3707
   25398       2.0059       3.9475       2.4105
   25399       2.0361       4.0993       2.5111
   25400       2.0924       4.0806       2.2798
   25401       2.1113       3.9986       2.3912
   25402       2.1275       4.0687       2.3128
   25403       2.1587       4.0887       2.3546
   25404       2.0527       3.9984       2.3679
   25405       2.0413       4.0793       2.2906
   25406       2.0625       4.0423       2.2577
   25407       2.1421       4.1045       2.3328
   25408       2.1366       4.0852       2.4554
   25409       2.0939       4.0585       2.4192
   25410       2.0793       4.0237       2.2069
   25411       2.0351       3.8860       2.3524
   25412       2.0231       3.9803       2.4963
   25413       2.1087       4.1708       2.5480
   25414       2.0500       4.0156       2.2614
   25415       2.1251       4.1065       2.5215
   25416       2.1029       4.0456       2.3611
   25417       2.1628       4.1143       2.3743
   25418       2.0794       4.0021       2.3942
   25419       1.9867       4.0252       2.3663
   25420       2.1699       4.1422       2.3247
   25421       2.1383       4.1249       2.3313
   25422       2.1576       4.1531       2.3389
   25423       2.0053       4.0009       2.3401
   25424       2.1389       4.0874       2.3071
   25425       2.0775       4.1102       2.5262
   25426       2.1613       4.1123       2.2717
   25427       2.1010       4.0517       2.6195
   25428       2.0232       3.9507       2.4172
   25429       2.0287       3.9455       2.2647
   25430       1.9723       3.9779       2.4133
   25431       2.0157       4.0405       2.3487
   25432       2.0482       3.9506       2.3170
   25433       2.0779       3.9895       2.2560
   25434       1.9952       4.0035       2.3375
   25435       2.2831       4.2048       2.4823
   25436       2.1849       4.1724       2.4041
   25437       2.0609       4.0263       2.3482
   25438       2.0337       3.8947       2.3154
   25439       2.0322       3.9669       2.3792
   25440       2.0882       4.0677       2.5351
   25441       2.0380       4.0175       2.3472
   25442       2.0678       3.9464       2.3859
   25443       2.1144       3.9293       2.5078
   25444       2.1525       4.0597       2.4707
   25445       2.1193       4.0491       2.4210
   25446       2.0632       3.9502       2.1520
   25447       2.2041       4.2110       2.3971
   25448       2.0837       4.0477       2.3116
   25449       2.1332       4.0390       2.3262
   25450       2.1416       4.1198       2.4869
   25451       2.1836       4.0862       2.2936
   25452       2.1029       4.0043       2.3237
   25453       2.1320       4.0712       2.3801
   25454       2.1215       4.1828       2.4142
   25455       2.1579       4.0546       2.3020
   25456       2.2128       4.1609       2.2957
   25457       2.0441       3.9876       2.4516
   25458       1.9242       3.8514       2.4741
   25459       2.1510       4.1420       2.4209
   25460       2.0929       4.0528       2.3891
   25461       2.0800       4.1381       2.4833
   25462       2.2192       4.1606       2.1780
   25463       2.1101       4.0673       2.2910
   25464       2.0918       4.0532       2.4342
   25465       2.0586       4.0447       2.4391
   25466       2.0937       4.0306       2.4063
   25467       1.9746       3.9732       2.3198
   25468       2.0003       4.0698       2.2766
   25469       2.0678       4.0541       2.2988
   25470       2.1837       4.1138       2.5183
   25471       2.1710       4.1463       2.3841
   25472       2.1298       4.0838       2.4510
   25473       2.0720       3.9599       2.4308
   25474       2.1722       4.0979       2.3671
   25475       2.1028       4.0224       2.4341
   25476       2.0706       4.0380       2.3689
   25477       2.0466       3.9873       2.2817
   25478       2.1050       4.0258       2.3742
   25479       1.9989       3.9827       2.4208
   25480       2.0422       3.9372       2.3370
   25481       1.9523       3.9632       2.3265
   25482       2.0773       4.0256       2.2777
   25483       2.0683       4.0142       2.2065
   25484       2.0146       3.9840       2.4138
   25485       2.0905       3.9497       2.3531
   25486       2.0296       4.0226       2.4218
   25487       2.0226       3.9899       2.3865
   25488       2.1159       4.1633       2.4290
   25489       1.9986       4.0013       2.2572
   25490       2.0542       3.9660       2.3371
   25491       2.1312       4.0272       2.1928
   25492       2.0899       3.9797       2.2991
   25493       2.1079       4.0575       2.2723
   25494       2.1193       3.9909       2.2867
   25495       2.0163       3.9030       2.3567
   25496       2.0351       4.0407       2.4417
   25497       2.1432       4.1420       2.4930
   25498       2.0662       4.0072       2.4202
   25499       2.0613       3.9633       2.2980
   25500       1.9759       3.9077       2.4179
   25501       2.0411       3.9016       2.0169
   25502       2.1019       4.1077       2.4326
   25503       2.0203       3.9964       2.2405
   25504       1.9607       3.8396       2.1489
   25505       2.2544       4.1183       2.2507
   25506       1.9547       3.9507       2.3274
   25507       2.1577       4.1705       2.3456
   25508       2.0398       4.0622       2.4836
   25509       2.0194       4.0675       2.1623
   25510       2.0827       4.0556       2.4544
   25511       2.3491       4.2996       2.4150
   25512       2.0606       4.0475       2.2145
   25513       1.9621       3.9070       2.3885
   25514       1.9563       3.8994       2.2214
   25515       2.0411       4.0167       2.3192
   25516       2.0343       3.9953       2.4712
   25517       2.0803       4.0204       2.5050
   25518       2.0624       4.0860       2.5114
   25519       2.0362       4.0273       2.4104
   25520       2.0333       3.9700       2.4209
   25521       2.0331       4.0415       2.3236
   25522       2.0694       3.9723       2.3619
   25523       2.0191       4.0232       2.2555
   25524       2.0104       3.9940       2.4966
   25525       2.0160       4.0166       2.3814
   25526       2.1832       4.1605       2.2845
   25527       2.0286       4.0512       2.3854
   25528       1.9849       3.9061       2.3188
   25529       2.1317       4.0673       2.2519
   25530       2.0535       4.1005       2.4696
   25531       2.2260       4.0870       2.4222
   25532       2.1443       4.0903       2.3694
   25533       2.1942       4.0957       2.3993
   25534       2.1124       4.0381       2.4772
   25535       2.1706       4.0515       2.3331
   25536       2.0266       3.9832       2.5964
   25537       1.9475       3.9587       2.2807
   25538       2.0621       3.9696       2.2851
   25539       2.0557       4.0578       2.3951
   25540       2.1174       4.1066       2.6457
   25541       2.0177       4.0171       2.3878
   25542       2.1220       4.0670       2.3702
   25543       2.0989       4.1221       2.3300
   25544       2.0859       3.9072       2.3979
   25545       2.0986       4.0190       2.4949
   25546       2.0548       4.0465       2.3736
   25547       2.1463       4.0261       2.3189
   25548       2.1570       4.1027       2.4281
   25549       2.0563       4.0559       2.5384
   25550       2.0344       3.9854       2.4210
   25551       2.1613       3.9733       2.3278
   25552       2.1253       3.9496       2.2976
   25553       2.1051       4.0772       2.2662
   25554       2.1654       4.1290       2.3870
   25555       1.9786       3.9842       2.3079
   25556       1.9196       3.9389       2.4574
   25557       2.1598       4.1026       2.5155
   25558       2.1060       4.1161       2.2760
   25559       2.1712       4.1840       2.4307
   25560       2.0563       4.0414       2.3103
   25561       1.9984       3.9519       2.4665
   25562       2.1509       3.9358       2.3084
   25563       2.1238       4.0892       2.4000
   25564       2.0743       4.0677       2.3194
   25565       2.0968       4.0906       2.2682
   25566       1.9702       3.8472       2.2731
   25567       2.0912       3.8943       2.4243
   25568       2.1135       3.9533       2.5499
   25569       2.1147       4.0952       2.3552
   25570       2.1174       4.0547       2.3972
   25571       2.0881       4.0869       2.4281
   25572       2.0611       4.0413       2.5723
   25573       2.1225       4.1321       2.4897
   25574       2.1250       4.0366       2.4298
   25575       2.1457       4.2133       2.5124
   25576       2.0686       3.9436       2.4617
   25577       2.0498       3.9869       2.2844
   25578       2.0789       3.9686       2.2839
   25579       2.0688       4.0124       2.3341
   25580       2.0562       4.0479       2.3021
   25581       2.1297       3.9821       2.4523
   25582       2.1260       4.0458       2.2294
   25583       2.0969       4.0113       2.3942
   25584       1.9874       3.9518       2.3667
   25585       2.0185       4.0477       2.3998
   25586       2.0862       4.2033       2.4642
   25587       2.0316       4.0952       2.3273
   25588       2.0986       3.9474       2.4256
   25589       2.0166       4.0481       2.4042
   25590       2.1220       4.0585       2.4657
   25591       2.0774       4.0243       2.4106
   25592       2.1402       4.1558       2.3630
   25593       2.1315       4.1095       2.4349
   25594       2.0324       4.0040       2.3265
   25595       1.9850       3.9888       2.2671
   25596       2.0361       4.0915       2.3146
   25597       2.0725       4.0302       2.3480
   25598       2.1083       4.0557       2.5213
   25599       2.1335       4.0729       2.2176
   25600       2.1911       4.1600       2.2833
   25601       2.1677       4.0637       2.1683
   25602       2.0144       3.9594       2.3693
   25603       2.0925       4.1495       2.4297
   25604       2.0872       4.1557       2.4294
   25605       2.1090       4.0701       2.1936
   25606       2.0393       3.9822       2.4227
   25607       1.9932       3.9143       2.4167
   25608       2.1015       4.1255       2.2901
   25609       2.1282       4.1579       2.4019
   25610       2.1527       4.1643       2.3348
   25611       2.0358       4.0264       2.3014
   25612       2.1277       4.1023       2.5089
   25613       2.0248       3.9732       2.4501
   25614       1.9246       3.8622       2.4167
   25615       2.0691       4.0148       2.1128
   25616       2.0546       3.9217       2.1948
   25617       2.0934       4.0937       2.4960
   25618       2.1131       4.0817       2.4627
   25619       2.1734       4.0542       2.3519
   25620       2.0638       3.9731       2.4326
   25621       2.0841       4.1322       2.4259
   25622       2.1445       4.0986       2.3939
   25623       2.1375       4.1400       2.3536
   25624       2.1595       3.9343       2.3371
   25625       1.9905       4.0053       2.2280
   25626       2.1012       3.9917       2.4113
   25627       2.0498       4.0452       2.4171
   25628       2.1423       4.1292       2.4008
   25629       1.9069       3.8550       2.4715
   25630       1.9236       3.8609       2.0177
   25631       1.9624       3.9039       2.2308
   25632       2.0781       3.9856       2.4248
   25633       2.1456       4.1056       2.3210
   25634       1.9475       3.9851       2.1563
   25635       2.1476       4.0757       2.4715
   25636       2.0719       3.9466       2.2936
   25637       2.2486       4.0710       2.5138
   25638       2.0636       3.9391       2.3006
   25639       2.1480       4.1024       2.2590
   25640       1.9634       4.0065       2.4869
   25641       2.0814       4.0239       2.3118
   25642       2.0239       3.9304       2.3714
   25643       2.0973       3.9066       2.2047
   25644       2.0875       4.0538       2.3353
   25645       2.0024       3.9511       2.2974
   25646       1.9368       3.9143       2.3614
   25647       2.2087       4.1428       2.3643
   25648       2.0905       4.0258       2.3172
   25649       2.1550       4.1268       2.1278
   25650       2.1845       4.0771       2.2647
   25651       2.0489       4.0782       2.4077
   25652       2.1002       4.0384       2.2628
   25653       2.1566       4.1295       2.4257
   25654       1.9572       3.9140       2.3347
   25655       1.9570       3.9293       2.2743
   25656       2.1174       4.0292       2.2886
   25657       2.0057       3.9405       2.2594
   25658       2.0575       4.0398       2.2633
   25659       2.0073       4.0133       2.4125
   25660       2.1023       4.0709       2.4217
   25661       2.1137       4.0926       2.2460
   25662       2.0988       4.0905       2.4337
   25663       2.1170       4.0292       2.3594
   25664       2.1149       3.9896       2.3328
   25665       2.0022       3.8936       2.3486
   25666       2.1049       4.0529       2.3254
   25667       1.9379       3.9397       2.4696
   25668       2.0236       3.9890       2.4475
   25669       1.9762       4.0212       2.5074
   25670       2.0624       4.1707       2.4363
   25671       2.0171       3.9513       2.4652
   25672       2.0913       3.9267       2.4625
   25673       2.0144       3.9443       2.3721
   25674       2.0970       4.0362       2.2699
   25675       2.0587       4.0458       2.3367
   25676       2.0945       4.0846       2.2878
   25677       2.0950       4.1652       2.4503
   25678       1.9886       3.8816       2.2598
   25679       2.1086       4.0301       2.2781
   25680       2.0887       3.9690       2.5771
   25681       1.9426       3.9836       2.4162
   25682       2.1937       4.1338       2.3748
   25683       2.2249       4.1781       2.3088
   25684       2.0475       4.0661       2.3701
   25685       2.0595       4.0123       2.3130
   25686       2.0654       3.9665       2.1662
   25687       2.1514       4.0394       2.2851
   25688       2.1272       4.0756       2.4547
   25689       1.9393       3.8440       2.3167
   25690       2.1790       4.0630       2.3996
   25691       2.1809       4.0853       2.3319
   25692       2.0340       4.0808       2.4963
   25693       2.1196       4.1236       2.3248
   25694       2.0574       4.0009       2.4552
   25695       2.1370       4.1572       2.4319
   25696       2.0325       4.0004       2.4586
   25697       2.0760       3.8959       2.3201
   25698       2.0098       3.9051       2.4412
   25699       2.1988       4.0811       2.3762
   25700       2.0279       3.9665       2.2991
   25701       1.9882       4.0457       2.2739
   25702       2.1414       4.0862       2.3459
   25703       2.1490       4.0876       2.3324
   25704       2.1108       4.0287       2.3841
   25705       1.9340       3.8913       2.2277
   25706       2.0669       4.0241       2.2070
   25707       1.9950       4.0066       2.5273
   25708       1.9361       3.8360       2.3220
   25709       2.0599       4.0465       2.4355
   25710       2.0760       4.0296       2.2404
   25711       2.1102       4.0146       2.4422
   25712       2.1483       4.1264       2.4852
   25713       2.1277       3.9941       2.3880
   25714       2.0951       4.0775       2.3056
   25715       2.1451       4.1264       2.4109
   25716       2.0539       3.9315       2.3830
   25717       1.9546       3.9032       2.1509
   25718       2.1059       4.0600       2.3796
   25719       2.0679       4.1031       2.5069
   25720       2.0864       4.0803       2.2913
   25721       2.1051       4.0936       2.3714
   25722       2.0931       4.0054       2.4371
   25723       2.1383       4.1818       2.3589
   25724       2.0614       3.9822       2.4107
   25725       2.0762       4.0006       2.3602
   25726       2.2187       4.0369       2.5751
   25727       2.0825       4.0086       2.5017
   25728       2.1337       4.0138       2.3604
   25729       2.0957       3.9953       2.3665
   25730       2.1939       4.1045       2.4254
   25731       2.0955       4.1331       2.3826
   25732       2.1481       4.1208       2.2581
   25733       2.1181       3.9449       2.1836
   25734       2.2034       4.0774       2.4048
   25735       2.1296       4.1239       2.2238
   25736       2.0435       4.0547       2.3787
   25737       2.0578       4.0835       2.3840
   25738       2.0472       4.0230       2.4590
   25739       2.0336       4.0360       2.5579
   25740       2.2050       4.0522       2.4851
   25741       2.1617       4.0554       2.2588
   25742       2.0514       4.0562       2.2035
   25743       2.1094       4.1886       2.3575
   25744       2.0173       3.9252       2.5312
   25745       2.1148       4.0688       2.1682
   25746       1.9153       3.9339       2.3184
   25747       2.0561       4.0978       2.5460
   25748       2.1257       4.0626       2.2999
   25749       2.0907       4.0131       2.4220
   25750       2.1619       4.1548       2.2129
   25751       1.9621       3.9627       2.3850
   25752       1.9410       3.9964       2.3067
   25753       2.1847       4.0608       2.3141
   25754       2.0495       3.9899       2.4332
   25755       2.0950       4.0522       2.5109
   25756       2.1621       4.1890       2.5254
   25757       2.1139       4.0489       2.3188
   25758       2.0992       3.9970       2.3769
   25759       2.0443       4.0376       2.4182
   25760       2.0759       4.0069       2.3253
   25761       1.9969       4.0218       2.3998
   25762       2.1203       4.0892       2.1832
   25763       2.1943       4.2065       2.3567
   25764       2.1404       4.0693       2.3013
   25765       1.9734       3.8885       2.4502
   25766       1.9768       3.9320       2.3307
   25767       2.0764       3.8588       2.3469
   25768       1.9048       3.8365       2.0550
   25769       2.0017       3.9870       2.1969
   25770       2.0358       3.9781       2.4184
   25771       2.0311       4.0961       2.3104
   25772       1.9471       3.9020       2.3867
   25773       2.1189       4.0925       2.2998
   25774       2.0645       3.9340       2.3693
   25775       2.1197       4.0978       2.3616
   25776       2.0870       4.0143       2.4331
   25777       2.2280       4.2200       2.5066
   25778       1.9879       3.9989       2.3546
   25779       2.0794       4.1391       2.4253
   25780       1.9833       3.9718       2.2168
   25781       1.9945       3.9131       2.1639
   25782       2.0745       4.0418       2.3298
   25783       1.9956       4.0291       2.3093
   25784       2.1120       4.0316       2.2882
   25785       2.0581       3.9237       2.1711
   25786       2.1130       4.1313       2.5674
   25787       2.0592       4.1052       2.4973
   25788       2.0958       4.0935       2.3477
   25789       2.0785       4.0565       2.2851
   25790       2.1049       3.9320       2.3004
   25791       2.0539       3.9832       2.3838
   25792       2.0656       4.0294       2.3590
   25793       2.0952       4.1285       2.2404
   25794       2.1142       4.0053       2.4021
   25795       2.1744       4.1632       2.4070
   25796       2.0940       4.0342       2.2321
   25797       1.9380       3.9750       2.2209
   25798       2.0904       4.1639       2.6958
   25799       2.1391       4.1598       2.5500
   25800       1.9715       3.9749       2.3419
   25801       2.0203       4.0079       2.3598
   25802       2.0506       4.0143       2.3870
   25803       2.0415       4.0703       2.3291
   25804       2.0969       4.0596       2.2528
   25805       2.0326       4.0125       2.2549
   25806       2.2006       4.1258       2.1551
   25807       2.1405       4.0463       2.4264
   25808       2.0484       4.0003       2.3106
   25809       2.1294       4.1255       2.4395
   25810       2.0502       3.9979       2.1715
   25811       2.0987       4.0799       2.3419
   25812       2.1468       4.1508       2.5750
   25813       1.9935       4.0074       2.3214
   25814       2.1749       4.2069       2.4142
   25815       1.9757       3.9641       2.3406
   25816       2.0010       4.0347       2.2305
   25817       2.1194       4.0644       2.5229
   25818       2.1709       4.1994       2.3826
   25819       2.2510       4.1727       2.3136
   25820       2.0878       3.9981       2.3223
   25821       2.1544       4.1494       2.2868
   25822       2.0738       4.0661       2.4518
   25823       2.0620       4.0044       2.3661
   25824       2.0767       4.1038       2.3463
   25825       2.1909       4.1602       2.4077
   25826       2.1126       4.0710       2.4836
   25827       2.0884       4.1117       2.5333
   25828       2.1600       4.1264       2.3604
   25829       2.1514       4.1907       2.2580
   25830       2.1407       4.0396       2.2532
   25831       2.1936       4.0893       2.4427
   25832       1.9990       4.0081       2.5525
   25833       2.1821       4.0713       2.3863
   25834       2.0169       3.9344       2.3561
   25835       2.0912       4.1508       2.2869
   25836       1.9496       3.9777       2.3881
   25837       2.0618       4.0372       2.2911
   25838       2.0898       3.9191       2.3380
   25839       2.1165       4.1202       2.2685
   25840       1.9987       3.9740       2.4148
   25841       2.1666       4.1025       2.3822
   25842       2.1852       4.1297       2.1444
   25843       1.9893       4.0279       2.3075
   25844       2.0908       4.0900       2.3986
   25845       2.0648       3.8414       2.3421
   25846       2.1372       4.0444       2.3051
   25847       2.1196       4.0660       2.4066
   25848       2.0827       3.9958       2.4318
   25849       2.1258       4.0431       2.4639
   25850       2.1167       4.0900       2.3248
   25851       2.0617       4.0678       2.5110
   25852       2.0876       4.0846       2.4053
   25853       2.0326       3.9911       2.3762
   25854       2.0547       4.1017       2.5101
   25855       2.0109       3.8028       2.4978
   25856       2.0549       4.0576       2.5513
   25857       2.1777       4.1040       2.4059
   25858       2.0665       4.1183       2.4913
   25859       2.0132       3.9716       2.3453
   25860       2.0232       3.9076       2.2252
   25861       2.1548       4.0836       2.2538
   25862       2.0185       4.0096       2.1947
   25863       2.1144       4.0057       2.5265
   25864       1.9124       3.9658       2.3462
   25865       2.2185       4.1905       2.6763
   25866       2.0756       4.0137       2.2357
   25867       2.2207       4.1770       2.2317
   25868       2.0706       4.0952       2.3991
   25869       2.1749       4.0923       2.3133
   25870       2.0340       3.9486       2.3643
   25871       1.9860       3.8973       2.0136
   25872       2.1508       4.0970       2.2042
   25873       1.9934       3.9851       2.3434
   25874       2.1598       4.0220       2.3161
   25875       1.9895       3.9027       2.3554
   25876       2.0846       3.9504       2.3668
   25877       2.0794       4.0200       2.2974
   25878       2.2365       4.2151       2.4126
   25879       2.2294       4.1719       2.3844
   25880       2.2617       4.2105       2.3979
   25881       1.9864       3.9346       2.3124
   25882       2.1919       4.1567       2.1960
   25883       2.1394       3.9710       2.4894
   25884       2.1922       4.1075       2.1842
   25885       2.0319       3.9747       2.2663
   25886       2.0970       4.0906       2.4010
   25887       2.0680       4.0424       2.4192
   25888       1.9795       3.9741       2.1190
   25889       2.0761       4.0230       2.4752
   25890       2.1275       4.1702       2.3387
   25891       2.0099       3.9558       2.3571
   25892       2.0521       4.0927       2.4036
   25893       2.1538       4.1023       2.5786
   25894       2.0623       4.0430       2.3742
   25895       2.0998       4.0531       2.1323
   25896       1.8823       3.9477       2.1869
   25897       2.1941       4.1804       2.3710
   25898       2.0361       4.0671       2.4410
   25899       2.0918       4.0021       2.2792
   25900       2.0981       4.0711       2.3338
   25901       2.2246       4.1980       2.4513
   25902       2.0261       4.0584       2.4244
   25903       2.1659       4.1389       2.4696
   25904       2.1872       4.2071       2.4595
   25905       2.1798       4.1442       2.4661
   25906       2.1492       4.0063       2.5020
   25907       2.0512       4.0777       2.4836
   25908       2.2481       4.1435       2.5698
   25909       2.0577       4.0694       2.4558
   25910       2.1541       4.1529       2.4481
   25911       2.0856       4.1262       2.2331
   25912       2.1915       4.1926       2.5247
   25913       2.0712       4.0159       2.3003
   25914       2.1783       4.0831       2.4281
   25915       1.9111       3.9058       2.1798
   25916       2.1874       4.1308       2.4178
   25917       2.0743       3.9913       2.2965
   25918       2.1219       4.0529       2.2844
   25919       2.1393       4.0595       2.6262
   25920       2.0464       3.9739       2.2755
   25921       2.0900       4.0171       2.4660
   25922       2.1599       4.1136       2.4014
   25923       1.9693       3.9323       2.4109
   25924       2.0621       3.9241       2.1974
   25925       2.0493       4.0065       2.3118
   25926       2.0889       3.9473       2.4670
   25927       2.0312       4.0260       2.5239
   25928       2.0472       4.0436       2.4204
   25929       2.1055       4.0478       2.3055
   25930       2.1939       4.0945       2.2291
   25931       2.1206       4.0999       2.3553
   25932       2.1631       4.0972       2.4957
   25933       2.0768       3.9931       2.3844
   25934       2.1515       4.1982       2.4246
   25935       2.0977       4.1075       2.3201
   25936       2.2384       4.0448       2.2928
   25937       2.0562       4.0120       2.2830
   25938       2.1789       4.1912       2.3398
   25939       2.0840       4.0115       2.3524
   25940       2.2088       4.1618       2.3543
   25941       1.9230       3.9417       2.3217
   25942       2.1673       4.0719       2.2347
   25943       2.1363       4.0351       2.2736
   25944       2.1828       4.0976       2.2444
   25945       2.1280       4.0969       2.4990
   25946       2.0539       4.0759       2.4147
   25947       1.9446       3.9304       2.2847
   25948       2.1495       4.1251       2.4202
   25949       2.1638       4.1151       2.1997
   25950       2.1062       3.9522       2.2771
   25951       2.1389       4.0181       2.3360
   25952       2.1966       4.0790       2.3792
   25953       1.9567       3.9636       2.3904
   25954       2.0785       4.0759       2.3667
   25955       2.0906       4.0575       2.3213
   25956       1.9600       3.9269       2.2715
   25957       2.1282       4.0432       2.1347
   25958       2.0337       4.1163       2.5030
   25959       2.0047       4.0302       2.4818
   25960       2.0443       3.9736       2.1859
   25961       1.9967       3.8800       2.2896
   25962       2.1036       4.0431       2.2325
   25963       2.1258       4.0689       2.2487
   25964       2.1679       4.0308       2.2283
   25965       2.0971       4.0913       2.3349
   25966       1.9952       3.9667       2.2104
   25967       2.1209       3.9986       2.4166
   25968       2.0626       4.0390       2.1980
   25969       2.0712       4.0929       2.4798
   25970       2.0428       4.0245       2.2920
   25971       2.0276       4.0987       2.3294
   25972       2.0552       3.9797       2.4001
   25973       1.9734       3.9631       2.4401
   25974       2.0549       3.8969       2.3674
   25975       2.1043       4.0754       2.2852
   25976       2.0529       4.1120       2.3343
   25977       2.0011       3.9620       2.3628
   25978       2.0728       4.1417       2.2046
   25979       2.0550       4.0401       2.3895
   25980       2.0313       4.0334       2.2501
   25981       2.0436       3.9954       2.3852
   25982       2.1745       4.1052       2.4112
   25983       1.9897       3.9168       2.3102
   25984       2.1014       4.0631       2.2008
   25985       2.0318       3.9912       2.3140
   25986       2.0976       4.0844       2.5375
   25987       2.0588       3.9532       2.2153
   25988       2.0788       4.1016       2.3957
   25989       2.1260       4.1105       2.3991
   25990       2.1331       4.0359       2.2128
   25991       2.0881       4.0314       2.1676
   25992       2.1448       4.0345       2.4669
   25993       2.2700       4.1949       2.3708
   25994       2.2072       4.1759       2.5069
   25995       2.2011       4.2108       2.4023
   25996       2.0375       3.9909       2.3737
   25997       1.9951       3.9136       2.2839
   25998       2.0578       3.9646       2.3522
   25999       2.1589       4.0652       2.4285
   26000       2.1190       4.0438       2.3390
   26001       2.0514       4.0627       2.6118
   26002       2.1883       4.0448       2.2393
   26003       2.0282       3.9545       2.2358
   26004       2.1049       4.0525       2.1313
   26005       1.9882       3.9906       2.3478
   26006       2.1479       4.1579       2.5007
   26007       2.0254       3.9033       2.3285
   26008       2.1477       4.1636       2.5389
   26009       2.0267       3.9717       2.4579
   26010       2.0551       3.9912       2.3529
   26011       2.0193       3.9007       2.3640
   26012       2.0400       4.0592       2.4884
   26013       2.2123       4.1371       2.5174
   26014       2.1040       3.9271       2.3954
   26015       2.1264       4.1045       2.2974
   26016       2.0438       3.9483       2.2922
   26017       1.9773       3.9035       2.2802
   26018       2.0519       4.0155       2.3515
   26019       2.0779       4.0574       2.3521
   26020       2.0628       4.1070       2.4759
   26021       2.1824       4.0969       2.3119
   26022       2.0420       3.9714       2.2833
   26023       2.0356       3.9834       2.3768
   26024       2.1739       4.0386       2.2763
   26025       2.1434       4.1467       2.3805
   26026       2.1274       4.0552       2.1562
   26027       2.0695       3.9678       2.3562
   26028       2.0829       4.0763       2.4998
   26029       2.0535       4.0232       2.3630
   26030       2.2141       4.0461       2.3576
   26031       2.2041       4.2197       2.4958
   26032       2.0554       4.0531       2.2752
   26033       1.9795       3.8851       2.3868
   26034       2.0786       4.0905       2.3859
   26035       2.0708       4.0587       2.3131
   26036       2.0327       3.9327       2.1367
   26037       2.0909       4.0456       2.3345
   26038       2.0826       4.0715       2.5183
   26039       2.0986       4.0394       2.2819
   26040       2.0896       3.9627       2.4310
   26041       2.0675       4.0816       2.4455
   26042       2.0556       3.8804       2.3180
   26043       2.1066       4.0470       2.4530
   26044       2.0388       3.9204       2.5599
   26045       1.9636       3.9961       2.4044
   26046       1.9466       3.9769       2.3720
   26047       2.2967       4.2712       2.4124
   26048       2.1200       4.0851       2.3984
   26049       2.0252       4.0365       2.4554
   26050       2.1329       4.1297       2.3392
   26051       2.1322       4.0831       2.3370
   26052       2.1069       4.0990       2.3646
   26053       2.0003       4.0016       2.2630
   26054       2.0669       4.0308       2.3380
   26055       2.1177       4.0320       2.3657
   26056       2.0601       3.9383       2.2617
   26057       2.0435       3.9411       2.2114
   26058       2.1980       4.1220       2.3954
   26059       2.0546       4.0192       2.4973
   26060       2.0224       4.0556       2.3483
   26061       2.0545       3.9930       2.4049
   26062       2.1192       4.1195       2.4851
   26063       2.0462       4.0522       2.3128
   26064       2.0689       4.0229       2.3167
   26065       2.0760       4.0365       2.2976
   26066       2.0867       4.0789       2.4430
   26067       1.9995       3.9952       2.5992
   26068       2.0498       4.0078       2.2971
   26069       2.0187       3.9015       2.4274
   26070       2.0863       4.0257       2.3471
   26071       2.1654       4.1920       2.5797
   26072       2.0191       3.9922       2.4833
   26073       2.0662       4.0290       2.2903
   26074       2.1213       4.1433       2.4337
   26075       2.0305       3.9036       2.3333
   26076       1.9901       3.8513       2.5078
   26077       2.0634       4.0341       2.3117
   26078       2.1399       4.1788       2.3553
   26079       2.0482       3.9984       2.3033
   26080       2.0807       4.1391       2.4296
   26081       2.0209       3.9868       2.2651
   26082       2.0662       3.9582       2.1625
   26083       2.1024       3.9676       2.3040
   26084       2.1955       4.1294       2.2888
   26085       2.1587       4.1099       2.2450
   26086       2.1477       4.0700       2.2305
   26087       2.0897       4.0645       2.3693
   26088       2.0972       4.1053       2.4304
   26089       2.1681       4.1087       2.4291
   26090       2.0485       4.0632       2.4547
   26091       2.0037       3.9004       2.4355
   26092       2.0885       3.9691       2.5478
   26093       2.1610       4.0795       2.2258
   26094       2.2263       4.1411       2.1361
   26095       2.1625       4.1389       2.3907
   26096       2.1079       4.0413       2.3312
   26097       2.1858       4.1485       2.3722
   26098       2.0159       4.0062       2.2810
   26099       2.0836       4.1306       2.4079
   26100       1.9672       3.9297       2.3639
   26101       2.1139       4.0397       2.2140
   26102       2.1189       3.9998       2.4056
   26103       2.0998       3.9915       2.2251
   26104       2.0769       4.0622       2.5012
   26105       1.9884       4.0415       2.5832
   26106       2.0036       4.0263       2.1252
   26107       2.0930       4.0398       2.3437
   26108       2.2371       4.2063       2.2439
   26109       2.2029       4.1557       2.4142
   26110       2.0286       3.9924       2.6562
   26111       2.1233       4.0063       2.2561
   26112       1.9184       3.9399       2.4292
   26113       2.1040       4.0212       2.1886
   26114       2.1209       3.9656       2.3399
   26115       2.1172       3.9718       2.4162
   26116       2.0655       3.8723       2.3121
   26117       2.0878       4.0982       2.3842
   26118       2.0171       3.9812       2.2465
   26119       2.0041       4.0683       2.4221
   26120       2.1170       4.1299       2.3854
   26121       2.0934       4.1091       2.4894
   26122       2.1211       4.0333       2.3375
   26123       2.1039       4.0906       2.5327
   26124       2.0426       4.0616       2.4730
   26125       1.9749       3.9201       2.3153
   26126       2.1548       4.0965       2.4234
   26127       2.0661       4.0852       2.3707
   26128       2.2372       4.1390       2.3685
   26129       2.0766       4.0482       2.3768
