#Frame      Mn1_Ox_OZ    Mn1_Ox_OY    Mn1_Ox_OX
    4268       2.1062       4.1076       2.2856
    4269       2.0723       4.0379       2.4387
    4270       2.0618       4.1040       2.2527
    4271       2.0846       4.0782       2.2178
    4272       2.0689       4.0971       2.5358
    4273       2.1212       4.0218       2.2738
    4274       2.1918       4.1028       2.2775
    4275       2.1150       4.0347       2.2223
    4276       2.1230       4.1045       2.4308
    4277       2.0700       4.0279       2.2856
    4278       1.9894       4.0458       2.2303
    4279       2.0883       4.1405       2.4090
    4280       2.1257       4.0835       2.3879
    4281       2.1049       4.0839       2.2271
    4282       2.0778       3.9259       2.0923
    4283       2.0919       3.9944       2.1748
    4284       2.0356       3.9683       2.2482
    4285       2.0204       4.0472       2.2182
    4286       2.0985       4.0559       2.2939
    4287       2.0718       4.0007       2.2542
    4288       2.1727       4.0582       2.3187
    4289       2.1623       4.1097       2.4030
    4290       2.0080       4.0360       2.3827
    4291       2.0906       4.0974       2.5145
    4292       1.8656       3.8769       2.1323
    4293       2.0551       4.0524       2.2837
    4294       2.1994       4.1801       2.4537
    4295       2.0687       3.9927       2.0444
    4296       2.1172       4.1519       2.2321
    4297       2.1190       4.0776       2.2498
    4298       2.0678       4.0251       2.3117
    4299       2.1263       4.1849       2.4403
    4300       2.1385       4.0127       2.2078
    4301       2.0582       4.0772       2.3485
    4302       2.0748       4.0622       2.3729
    4303       2.0381       4.0060       2.5580
    4304       2.0639       4.0283       2.2604
    4305       2.0898       3.9957       2.2406
    4306       2.1242       4.0405       2.2657
    4307       2.0870       4.0591       2.3681
    4308       2.0836       3.9994       2.3620
    4309       2.2216       4.2466       2.6082
    4310       2.1604       4.0830       2.2997
    4311       1.9614       4.0484       2.4167
    4312       2.0190       3.9857       2.2915
    4313       2.1902       3.9964       2.3995
    4314       2.0822       4.0891       2.3640
    4315       2.1237       4.0927       2.6034
    4316       2.0612       4.0608       2.3551
    4317       2.2053       4.1454       2.3160
    4318       2.1045       4.0897       2.4788
    4319       2.1032       4.1262       2.5403
    4320       2.1170       4.0711       2.1432
    4321       2.0718       4.0860       2.2397
    4322       2.0947       4.0426       2.2425
    4323       2.0917       3.9818       2.2490
    4324       2.0918       4.0980       2.3047
    4325       2.0424       4.0755       2.3836
    4326       2.0190       4.0150       2.3773
    4327       2.0793       4.0965       2.4285
    4328       2.1341       4.0571       2.3796
    4329       2.1586       4.0374       2.2790
    4330       2.0927       4.1663       2.3992
    4331       2.1371       4.0837       2.3710
    4332       1.9468       3.9803       2.3506
    4333       1.9679       4.0188       2.4528
    4334       2.0660       4.0873       2.2436
    4335       2.0488       3.9983       2.2559
    4336       1.9978       4.0181       2.2555
    4337       2.1365       4.0471       2.4190
    4338       2.1439       4.0458       2.1877
    4339       2.0128       4.0171       2.4004
    4340       1.9959       3.9415       2.2753
    4341       2.1440       4.0812       2.5029
    4342       2.1003       4.0799       2.4390
    4343       2.2047       4.1707       2.4034
    4344       2.1137       3.9827       2.2575
    4345       1.9464       3.8893       2.3370
    4346       2.1574       4.1202       2.3275
    4347       2.1255       4.1184       2.2592
    4348       2.1394       4.0749       2.2016
    4349       2.0187       4.0284       2.3968
    4350       2.0348       4.0378       2.2174
    4351       2.0871       3.9556       2.2355
    4352       2.0507       4.0191       2.4169
    4353       2.1290       4.1327       2.4701
    4354       2.1151       4.0515       2.2254
    4355       2.0610       4.1340       2.3610
    4356       2.0250       4.0413       2.2069
    4357       2.1898       4.2119       2.4813
    4358       2.1131       4.1541       2.3280
    4359       2.1423       4.0989       2.4057
    4360       2.2160       4.2745       2.4307
    4361       1.9330       3.9892       2.3601
    4362       2.0651       4.0041       2.2486
    4363       2.1111       3.9806       2.0857
    4364       1.9140       3.8353       2.4674
    4365       2.0176       4.0230       2.2429
    4366       2.1811       4.1763       2.4508
    4367       2.2303       4.1914       2.3216
    4368       2.1768       4.1258       2.2628
    4369       1.8610       3.9333       2.2629
    4370       2.0025       3.9598       2.3716
    4371       2.0312       3.9204       2.2969
    4372       2.0725       3.9952       2.3192
    4373       2.0346       4.0806       2.2425
    4374       2.1025       4.0569       2.2997
    4375       2.2084       4.1044       2.2746
    4376       1.9502       3.8546       2.3497
    4377       2.0984       3.9996       2.2525
    4378       2.0273       4.1390       2.4337
    4379       2.0134       3.9295       2.2815
    4380       2.2142       4.1305       2.3378
    4381       2.0264       4.0907       2.4463
    4382       2.1949       4.1681       2.4071
    4383       2.1361       4.1037       2.2689
    4384       2.1464       4.0847       2.2100
    4385       2.1378       4.0626       2.3471
    4386       2.1063       4.0100       2.5383
    4387       2.1418       4.1682       2.3810
    4388       2.2103       4.0454       2.3486
    4389       2.0160       3.9496       2.3681
    4390       2.1047       4.1156       2.3013
    4391       2.0311       4.0451       2.3593
    4392       1.8957       3.9237       2.3246
    4393       2.1652       4.1053       2.3690
    4394       2.1365       4.1368       2.2637
    4395       2.0075       3.9892       2.4350
    4396       2.1054       4.1561       2.5695
    4397       2.1694       4.0412       2.3547
    4398       2.1266       4.1021       2.4010
    4399       2.0705       4.0566       2.2252
    4400       2.2100       4.2006       2.3738
    4401       2.1252       4.0547       2.3159
    4402       2.0388       3.9789       2.3623
    4403       2.0574       4.0246       2.3422
    4404       2.1362       4.0531       2.2006
    4405       2.0042       3.9011       2.0615
    4406       2.1153       4.0687       2.1951
    4407       2.1199       3.9261       2.3558
    4408       2.0834       4.0750       2.1472
    4409       2.1088       4.0329       2.4678
    4410       2.1392       4.0672       2.2435
    4411       2.1024       4.1322       2.3188
    4412       2.0813       4.1056       2.3501
    4413       2.0809       4.1041       2.1232
    4414       2.2127       4.2110       2.2243
    4415       2.1131       3.9707       2.3876
    4416       2.0993       4.0372       2.3771
    4417       2.1051       4.0057       2.2823
    4418       2.0087       4.0076       2.3099
    4419       2.1013       4.0571       2.3714
    4420       2.0889       3.9645       2.3301
    4421       1.9661       4.0337       2.2498
    4422       2.0907       4.0248       2.2725
    4423       1.9534       3.9492       2.3281
    4424       2.1792       4.1164       2.2571
    4425       2.2708       4.1929       2.3071
    4426       2.0306       4.0101       2.2864
    4427       1.9968       4.0350       2.4559
    4428       2.0947       4.1298       2.4262
    4429       1.9527       3.8981       2.3851
    4430       2.0525       3.9494       2.2002
    4431       2.1608       4.0304       2.1633
    4432       2.1320       4.0314       2.4188
    4433       2.1336       4.0639       2.2762
    4434       1.9977       4.0133       2.2559
    4435       2.0787       4.1150       2.2277
    4436       2.1021       4.1528       2.3466
    4437       2.1971       4.1312       2.3539
    4438       2.1291       4.0740       2.5753
    4439       1.9735       4.0007       2.2551
    4440       2.1578       4.1672       2.3963
    4441       2.0091       4.0081       2.3070
    4442       2.0540       3.9565       2.4724
    4443       2.0415       4.0554       2.3921
    4444       2.2514       4.0783       2.4432
    4445       2.1309       4.1496       2.3762
    4446       2.0002       4.0181       2.3248
    4447       2.0884       4.1055       2.3587
    4448       2.0362       4.0657       2.1515
    4449       1.9971       4.0647       2.6177
    4450       1.9863       4.0587       2.4300
    4451       2.0742       4.0616       2.3328
    4452       2.1953       4.1894       2.3636
    4453       2.1074       4.1205       2.2300
    4454       2.0572       4.0654       2.2974
    4455       2.0433       4.0660       2.2829
    4456       2.0379       4.0336       2.4232
    4457       1.9648       3.9613       2.1998
    4458       2.0955       4.0572       2.2346
    4459       2.1029       4.1300       2.4789
    4460       2.0240       4.0127       2.2462
    4461       2.1222       4.1198       2.2901
    4462       2.0598       3.9343       2.3018
    4463       1.9933       4.0201       2.2627
    4464       2.0113       4.0992       2.2976
    4465       2.1615       4.0467       2.1971
    4466       2.0689       3.9828       2.2055
    4467       2.0983       4.0482       2.2461
    4468       2.2056       4.2077       2.3926
    4469       2.0576       3.9943       2.3551
    4470       2.1166       4.1073       2.4360
    4471       2.1791       4.1023       2.4599
    4472       2.0890       4.0504       2.2454
    4473       1.9585       3.9508       2.4676
    4474       2.0650       4.0050       2.3115
    4475       2.1628       4.0910       2.3675
    4476       1.9989       4.0643       2.4941
    4477       1.9946       3.9653       2.3919
    4478       1.9850       4.0739       2.4172
    4479       2.1152       4.0258       2.5464
    4480       2.1667       4.1165       2.2472
    4481       2.0557       3.9836       2.3277
    4482       2.1527       4.0950       2.1164
    4483       2.1476       4.1645       2.4392
    4484       2.0624       4.0360       2.3007
    4485       2.0810       4.1254       2.4153
    4486       2.2460       4.0525       2.4005
    4487       2.1216       4.0079       2.4866
    4488       1.8909       3.8996       2.3160
    4489       2.0008       4.0378       2.2281
    4490       2.1792       4.0572       2.1862
    4491       2.1672       4.1332       2.4074
    4492       2.0014       3.8925       2.4065
    4493       2.2055       4.1567       2.2184
    4494       2.1896       4.0903       2.2658
    4495       2.1406       4.1276       2.1433
    4496       2.0890       3.9526       2.2356
    4497       2.0165       3.9756       2.3787
    4498       1.9426       3.9693       2.3068
    4499       2.0366       4.0180       2.3235
    4500       1.9364       3.8984       2.4155
    4501       2.0036       4.0262       2.2274
    4502       2.2839       4.1262       2.2475
    4503       2.1791       3.9695       2.3271
    4504       2.1882       4.1733       2.1730
    4505       2.1229       4.1117       2.3568
    4506       1.9079       3.8702       2.2252
    4507       2.0085       3.9733       2.2666
    4508       2.1469       4.0796       2.3772
    4509       2.0188       3.9408       2.3815
    4510       2.2138       4.1649       2.4318
    4511       1.9907       3.9982       2.2250
    4512       2.0944       4.0655       2.1100
    4513       2.0026       3.9802       2.1890
    4514       2.1221       4.0689       2.2103
    4515       2.0528       4.0256       2.2216
    4516       2.0821       4.0428       2.4436
    4517       2.1413       4.1113       2.4707
    4518       1.9852       3.9394       2.2950
    4519       2.0788       4.0757       2.3347
    4520       2.1197       4.0046       2.3396
    4521       2.1489       3.9112       2.3874
    4522       2.0794       4.0306       2.3079
    4523       2.1120       4.0553       2.4171
    4524       2.0961       3.9761       2.2276
    4525       2.0037       4.0523       2.3468
    4526       2.1355       4.1654       2.4258
    4527       2.0377       4.0560       2.4100
    4528       2.1879       4.0432       2.4153
    4529       2.1220       4.0485       2.2482
    4530       1.9827       4.0686       2.4453
    4531       2.1579       4.1673       2.2933
    4532       2.0497       4.0350       2.3173
    4533       2.1098       4.0562       2.1906
    4534       2.0315       4.1013       2.3622
    4535       2.1016       3.9917       2.2031
    4536       2.1992       4.1377       2.3689
    4537       2.2096       4.1298       2.0439
    4538       2.1274       4.1520       2.3452
    4539       2.1272       4.0886       2.5601
    4540       2.0082       4.0066       2.1518
    4541       2.1062       4.0100       2.3134
    4542       2.0756       4.0848       2.3215
    4543       1.9991       3.9580       2.1878
    4544       2.0887       4.0256       2.3307
    4545       2.0331       4.0578       2.4017
    4546       2.2211       4.2042       2.3933
    4547       2.1774       4.1764       2.4913
    4548       2.0880       4.0894       2.3656
    4549       2.0725       4.0437       2.2197
    4550       2.0347       4.1240       2.2525
    4551       2.1056       4.1499       2.3543
    4552       2.1134       4.1431       2.4638
    4553       1.9720       3.9079       2.3007
    4554       2.1612       4.1051       2.3319
    4555       2.1058       4.0677       2.2933
    4556       1.9483       3.9383       2.2731
    4557       2.1226       4.0793       2.3413
    4558       2.1498       4.1001       2.3758
    4559       2.0378       3.9865       2.1815
    4560       2.1689       4.1531       2.3565
    4561       2.0275       4.0418       2.3007
    4562       2.2522       4.2675       2.3231
    4563       2.0953       4.1224       2.4488
    4564       2.1307       4.1325       2.3270
    4565       2.1314       4.1234       2.5353
    4566       2.1523       4.1300       2.2471
    4567       2.0687       4.0331       2.5487
    4568       2.1964       4.1573       2.4528
    4569       2.1468       4.0970       2.4811
    4570       2.1354       3.8939       2.3422
    4571       2.1096       3.9982       2.3702
    4572       2.0629       4.0310       2.2759
    4573       2.1555       4.0556       2.4297
    4574       2.0461       4.0197       2.2536
    4575       2.1335       4.1600       2.2970
    4576       2.0604       4.0223       2.5306
    4577       2.1903       4.1162       2.3860
    4578       2.0005       3.8164       2.3468
    4579       2.0415       4.0599       2.2214
    4580       2.1149       4.0640       2.3365
    4581       2.1741       4.1274       2.2065
    4582       2.1206       4.1225       2.3933
    4583       2.1397       4.1059       2.4151
    4584       2.0786       3.9643       2.4086
    4585       2.0445       4.0413       2.3049
    4586       2.1311       4.1373       2.2618
    4587       2.1371       4.0556       2.3263
    4588       2.1637       4.0142       2.4997
    4589       2.3003       4.1811       2.4163
    4590       2.1317       4.0121       2.2133
    4591       2.1371       4.1014       2.4007
    4592       2.1256       4.0140       2.3007
    4593       2.0525       3.9814       2.3904
    4594       2.0036       3.9022       2.3285
    4595       2.0652       3.9859       2.1654
    4596       2.1262       4.1106       2.2006
    4597       2.0703       4.1085       2.2926
    4598       2.1086       4.0732       2.3398
    4599       1.9778       3.9306       2.2158
    4600       2.1624       4.0073       2.4543
    4601       2.1552       4.1535       2.3339
    4602       2.1334       3.9485       2.4167
    4603       2.1254       4.0478       2.3583
    4604       2.0558       4.0863       2.3362
    4605       2.1665       4.1547       2.3899
    4606       2.0108       4.0318       2.5597
    4607       2.0049       4.0358       2.1766
    4608       2.1175       4.1089       2.2326
    4609       2.1471       4.0655       2.3528
    4610       2.0145       3.9529       2.2296
    4611       2.1085       4.0680       2.4091
    4612       2.1505       4.0624       2.4778
    4613       1.9943       3.9764       2.4201
    4614       2.1139       4.0132       2.4110
    4615       2.1993       4.0631       2.3385
    4616       1.9435       3.9285       2.4614
    4617       2.1422       4.1385       2.3875
    4618       2.0688       4.0208       2.2989
    4619       2.0572       3.9926       2.1751
    4620       1.9804       3.9959       2.2684
    4621       2.1879       4.0707       2.4996
    4622       2.1036       4.1116       2.3222
    4623       2.0373       3.9978       2.4845
    4624       2.0502       4.1055       2.3557
    4625       2.1059       4.1476       2.3760
    4626       1.9720       3.9852       2.3838
    4627       2.1031       3.9668       2.2405
    4628       2.1909       4.0864       2.3540
    4629       2.0649       4.0244       2.3607
    4630       2.0470       4.1217       2.5353
    4631       2.1922       4.1633       2.2309
    4632       2.0018       3.9647       2.1838
    4633       2.1204       4.1479       2.2994
    4634       2.0310       4.0924       2.4613
    4635       2.0276       3.9939       2.3635
    4636       2.0933       4.0044       2.3139
    4637       2.0991       4.0989       2.2751
    4638       2.1083       4.0530       2.2508
    4639       2.1630       4.1514       2.2210
    4640       2.0277       4.0071       2.4392
    4641       2.1049       3.9828       2.4939
    4642       2.1106       3.9762       2.1757
    4643       2.0586       4.0448       2.1643
    4644       2.1853       4.1990       2.3157
    4645       2.0443       4.0392       2.2713
    4646       2.0200       3.8865       2.0976
    4647       1.9241       3.8685       2.3080
    4648       2.0460       4.0282       2.4291
    4649       2.0512       3.9684       2.3990
    4650       2.0841       3.9662       2.3306
    4651       2.0890       4.0397       2.3464
    4652       2.0063       3.9559       2.2649
    4653       2.1927       4.1463       2.5099
    4654       2.0931       3.9471       2.3534
    4655       2.1029       4.0412       2.2167
    4656       2.0212       3.9593       2.4119
    4657       2.1711       4.0824       2.3440
    4658       2.1055       4.0512       2.3169
    4659       2.0956       4.0575       2.2453
    4660       2.1417       4.0417       2.2558
    4661       2.0964       4.0427       2.3836
    4662       2.0525       4.0073       2.3950
    4663       2.1999       4.1336       2.1754
    4664       1.9946       4.0139       2.2061
    4665       2.0687       4.0673       2.2830
    4666       2.0094       4.0055       2.4387
    4667       2.0682       4.0594       2.5364
    4668       2.0349       4.0837       2.4800
    4669       2.0564       4.1164       2.4518
    4670       1.9338       3.9588       2.1998
    4671       2.0265       4.0035       2.4980
    4672       2.1181       4.1621       2.4325
    4673       2.0657       4.0512       2.3643
    4674       1.9780       3.9231       2.3522
    4675       2.0309       4.0470       2.3100
    4676       2.0152       4.0703       2.3615
    4677       2.1026       4.1079       2.4187
    4678       2.1325       4.1178       2.4735
    4679       2.1787       4.1152       2.3820
    4680       2.1586       4.0546       2.2779
    4681       2.0789       4.1309       2.4056
    4682       2.1120       4.0521       2.2546
    4683       2.0834       4.0315       2.3489
    4684       2.1696       4.1996       2.5096
    4685       2.1923       4.1682       2.5234
    4686       2.0000       3.9515       2.3732
    4687       2.0801       4.0038       2.3629
    4688       2.0684       4.0357       2.2859
    4689       2.1242       4.0171       2.4237
    4690       2.0181       3.9830       2.3067
    4691       2.2968       4.2303       2.1921
    4692       2.0541       3.9540       2.2063
    4693       2.3087       4.2412       2.3601
    4694       2.1569       4.0740       2.3369
    4695       1.9792       3.9793       2.3138
    4696       2.1162       4.0379       2.1776
    4697       2.0123       4.0215       2.3142
    4698       1.8730       3.8693       2.0161
    4699       1.9816       4.0121       2.4385
    4700       2.0770       4.0474       2.4077
    4701       2.1140       4.0502       2.1576
    4702       2.1950       4.0117       2.2372
    4703       2.1641       4.0831       2.5158
    4704       2.1349       4.0677       2.2277
    4705       2.0427       3.9544       2.2408
    4706       2.0477       3.9360       2.2580
    4707       2.0426       3.9632       2.0411
    4708       2.1307       4.1386       2.4293
    4709       2.0833       4.0558       2.2179
    4710       1.9846       3.8996       2.2973
    4711       2.1231       4.1347       2.3116
    4712       2.1180       4.0707       2.4328
    4713       2.1585       4.1017       2.3339
    4714       2.0457       4.0070       2.0566
    4715       2.1163       3.9149       2.2116
    4716       2.0535       4.1011       2.3286
    4717       2.0440       4.0696       2.3619
    4718       2.1051       4.1146       2.3958
    4719       2.1743       4.1051       2.1729
    4720       2.0931       4.1245       2.2909
    4721       2.0732       4.0851       2.3135
    4722       2.0342       3.9873       2.3247
    4723       2.0734       3.9977       2.2151
    4724       2.0781       4.0623       2.3530
    4725       2.1431       4.1339       2.2690
    4726       2.0819       3.9582       2.3749
    4727       2.0006       3.9479       2.4968
    4728       2.0161       4.0323       2.2068
    4729       2.1432       4.1268       2.3218
    4730       2.2169       4.2088       2.4668
    4731       2.0268       3.9097       2.3171
    4732       2.0373       3.9597       2.3087
    4733       2.1013       4.1565       2.4591
    4734       2.0471       4.1021       2.5400
    4735       2.0855       4.1048       2.2239
    4736       2.0143       4.0360       2.4295
    4737       2.0612       4.0052       2.2498
    4738       2.0625       4.1290       2.4427
    4739       2.1488       4.1500       2.4223
    4740       2.0357       4.0673       2.4610
    4741       2.0803       4.0221       2.2740
    4742       2.1537       4.1427       2.3761
    4743       2.1058       4.0571       2.4023
    4744       2.1186       4.1636       2.2994
    4745       2.1794       4.2176       2.5028
    4746       2.1135       4.0114       2.2770
    4747       2.0857       4.0201       2.3271
    4748       2.0730       4.0096       2.3667
    4749       2.1286       4.0727       2.4113
    4750       2.1818       4.1411       2.5140
    4751       2.1645       4.2287       2.6131
    4752       2.1660       4.1649       2.5439
    4753       2.0715       3.9959       2.2637
    4754       2.1339       4.0720       2.2967
    4755       2.0592       4.0929       2.2927
    4756       2.0491       3.9313       2.4245
    4757       2.0996       4.0071       2.3713
    4758       2.0626       4.0512       2.3349
    4759       1.9841       3.9571       2.2788
    4760       2.0255       4.0022       2.3066
    4761       2.0899       4.0031       2.4078
    4762       2.1875       4.1792       2.4172
    4763       2.0863       3.9821       2.3623
    4764       2.1835       4.1238       2.3944
    4765       2.0199       4.0401       2.2961
    4766       2.0090       3.9213       2.3189
    4767       2.1263       4.0856       2.2859
    4768       2.2138       4.0858       2.4718
    4769       2.0343       4.0746       2.3202
    4770       2.1139       4.1076       2.4180
    4771       2.0957       4.1171       2.3692
    4772       2.0817       4.0633       2.5002
    4773       2.0941       4.0683       2.4820
    4774       2.0642       4.0035       2.3625
    4775       2.0998       4.0668       2.4638
    4776       2.2286       4.2063       2.2519
    4777       1.9987       3.9017       2.2390
    4778       2.0643       3.9326       2.2290
    4779       2.0872       3.8808       2.3007
    4780       2.1126       4.1243       2.3137
    4781       2.0256       4.0656       2.1959
    4782       2.0101       4.0721       2.4615
    4783       2.1646       4.2052       2.5758
    4784       2.0435       4.0368       2.2846
    4785       2.1641       4.1593       2.4998
    4786       2.0990       4.1120       2.3159
    4787       2.2289       4.1468       2.3947
    4788       2.1148       4.1082       2.3863
    4789       2.0420       4.0255       2.2940
    4790       2.0784       4.0704       2.3544
    4791       2.1144       4.0435       2.3173
    4792       2.1610       4.1536       2.2919
    4793       2.1358       4.0978       2.2622
    4794       2.0561       4.0630       2.3792
    4795       2.0842       4.0931       2.4527
    4796       2.0117       4.0125       2.4952
    4797       2.0161       3.9662       2.2845
    4798       2.1004       3.9958       2.3043
    4799       2.0534       4.0508       2.3928
    4800       2.0933       3.9750       2.0316
    4801       2.1750       4.1100       2.3349
    4802       2.1872       4.1426       2.4058
    4803       2.2270       4.1879       2.1577
    4804       2.1353       3.9687       2.3311
    4805       2.0493       4.0252       2.3722
    4806       2.1052       4.1991       2.4490
    4807       2.0549       4.0323       2.3556
    4808       2.0676       3.9423       2.2088
    4809       2.2986       4.2934       2.3816
    4810       2.0582       4.0680       2.5315
    4811       1.9870       3.9837       2.2526
    4812       2.1107       4.0536       2.3968
    4813       2.1493       4.0424       2.3073
    4814       2.1492       4.1610       2.2660
    4815       2.0796       4.0334       2.3360
    4816       2.1956       4.1046       2.4068
    4817       2.0149       4.0697       2.5630
    4818       2.2186       4.0871       2.3039
    4819       2.1164       4.1038       2.3942
    4820       2.0823       4.0288       2.4527
    4821       2.1573       4.1876       2.3458
    4822       2.1181       4.0786       2.3136
    4823       2.1221       4.0312       2.2886
    4824       2.0350       4.0410       2.2880
    4825       2.0248       4.0270       2.4077
    4826       2.1491       4.1274       2.1558
    4827       2.0164       4.1390       2.4485
    4828       2.0313       3.9279       2.2846
    4829       2.0901       3.9700       2.3925
    4830       2.0796       4.0838       2.2798
    4831       1.9880       4.0359       2.3395
    4832       2.0588       4.0271       2.3796
    4833       1.9983       4.0747       2.2062
    4834       2.1148       4.0806       2.3675
    4835       2.0476       4.0059       2.3094
    4836       2.1070       4.1258       2.4152
    4837       2.1235       4.1314       2.2776
    4838       2.1197       4.0641       2.3182
    4839       2.1888       4.1744       2.3296
    4840       2.0247       3.9406       2.3607
    4841       2.0766       4.0413       2.2815
    4842       2.1429       4.0225       2.2065
    4843       2.1783       4.1138       2.2495
    4844       2.0627       4.0808       2.3088
    4845       2.0294       3.8520       2.1749
    4846       2.0850       4.0380       2.2402
    4847       2.1497       4.2436       2.6222
    4848       2.1345       4.1435       2.4834
    4849       2.0692       4.0511       2.4977
    4850       2.0932       4.1407       2.3346
    4851       2.1109       4.1360       2.3444
    4852       2.0889       3.9564       2.3420
    4853       2.2118       4.1756       2.4847
    4854       2.1488       4.0934       2.2983
    4855       2.1122       4.0948       2.4200
    4856       2.0705       4.0323       2.4185
    4857       2.0674       4.0510       2.3892
    4858       2.0543       4.0771       2.4073
    4859       2.1207       4.1021       2.4063
    4860       1.9231       3.9799       2.2666
    4861       2.1386       4.0644       2.3737
    4862       2.1311       4.0316       2.3719
    4863       2.0847       4.0622       2.2587
    4864       2.0239       4.0990       2.2885
    4865       2.0006       4.0583       2.3397
    4866       2.1317       4.1021       2.4555
    4867       2.0889       4.0174       2.1575
    4868       2.0523       4.0920       2.4587
    4869       1.9925       4.0829       2.3233
    4870       2.1000       4.1033       2.2663
    4871       2.0371       3.9785       2.3331
    4872       2.1225       3.9658       2.2805
    4873       2.0407       4.0101       2.3541
    4874       2.0650       4.0434       2.2863
    4875       2.0898       4.0343       2.3061
    4876       2.0122       4.0551       2.4234
    4877       2.1096       4.0173       2.2289
    4878       2.0938       4.1223       2.2293
    4879       2.1662       4.1321       2.5109
    4880       2.0231       4.0279       2.2956
    4881       2.0859       3.9877       2.4436
    4882       2.0620       4.0218       2.1825
    4883       2.0882       4.0582       2.3382
    4884       1.9915       4.0205       2.3406
    4885       2.0600       3.9774       2.1379
    4886       2.0672       4.0848       2.4710
    4887       2.1263       4.1484       2.4725
    4888       2.1568       4.0781       2.4424
    4889       2.0950       3.9764       2.1439
    4890       2.0069       4.0292       2.2293
    4891       2.0165       3.9689       2.2467
    4892       2.0946       4.1537       2.3652
    4893       2.0655       4.0874       2.3526
    4894       2.1549       4.1246       2.4734
    4895       2.0501       4.0044       2.5934
    4896       2.0000       3.9941       2.3789
    4897       2.1596       4.1584       2.4023
    4898       2.0201       4.0560       2.2906
    4899       2.0738       4.1033       2.5158
    4900       2.1479       4.2162       2.5296
    4901       2.1044       4.0516       2.3668
    4902       2.2000       4.1604       2.3251
    4903       2.0626       4.0995       2.3650
    4904       2.1068       4.0128       2.4352
    4905       2.1234       4.0489       2.3932
    4906       2.0234       3.9735       2.3889
    4907       2.0662       4.1106       2.5188
    4908       2.0068       4.0204       2.3091
    4909       2.0578       3.9035       2.3279
    4910       2.0915       4.1438       2.3298
    4911       2.0205       4.0002       2.2486
    4912       2.1075       4.0987       2.3616
    4913       2.0778       4.0696       2.2869
    4914       2.0159       4.0036       2.3671
    4915       2.0284       4.0492       2.1974
    4916       2.0916       4.0364       2.3707
    4917       2.1591       4.1706       2.3949
    4918       2.0438       4.0700       2.4242
    4919       1.9573       3.9292       2.3199
    4920       2.0273       3.9816       2.3535
    4921       2.2425       4.1612       2.2529
    4922       2.2162       4.0633       2.2599
    4923       2.1307       4.0586       2.5546
    4924       2.1060       4.1444       2.4054
    4925       2.1577       4.0986       2.4195
    4926       2.0729       4.0827       2.2783
    4927       2.0488       3.9824       2.2132
    4928       2.1716       4.1749       2.3274
    4929       2.1864       4.0923       2.2133
    4930       2.0030       3.9955       2.4595
    4931       2.1259       4.0121       2.1021
    4932       2.0322       3.9530       2.2929
    4933       2.1469       4.0280       2.2933
    4934       2.0175       4.0067       2.3401
    4935       2.0870       4.1147       2.4093
    4936       2.1431       4.1592       2.3136
    4937       1.9456       3.9496       2.4267
    4938       2.1645       4.0832       2.0476
    4939       2.0856       4.1317       2.4608
    4940       2.2646       4.1954       2.3958
    4941       2.0671       4.1404       2.3524
    4942       2.0754       3.9746       2.3447
    4943       1.9429       3.9998       2.3001
    4944       2.0833       4.0509       2.3123
    4945       2.1829       4.1974       2.3112
    4946       2.1270       4.0987       2.2372
    4947       2.0015       4.0175       2.2961
    4948       2.0828       4.0286       2.3296
    4949       2.1273       4.0581       2.4897
    4950       1.9904       3.9833       2.2383
    4951       2.0688       4.0568       2.4095
    4952       2.0713       4.0945       2.4007
    4953       2.0798       4.0974       2.2957
    4954       2.1176       4.0280       2.2548
    4955       1.9546       3.9613       2.1681
    4956       2.0630       4.0654       2.4357
    4957       2.1049       3.9272       2.3536
    4958       1.9738       3.9154       2.2562
    4959       2.0835       4.0859       2.4366
    4960       1.9307       3.8776       2.3008
    4961       2.0911       4.1018       2.2539
    4962       2.0488       3.9930       2.2869
    4963       2.0960       4.1372       2.1778
    4964       2.1854       4.1147       2.2425
    4965       2.0410       4.0336       2.2315
    4966       2.0136       3.9188       2.0991
    4967       2.0022       4.0221       2.3890
    4968       2.1387       4.1502       2.4802
    4969       2.1123       4.1452       2.4001
    4970       2.2427       4.2139       2.3230
    4971       2.0405       4.0504       2.4348
    4972       1.9734       3.9967       2.5042
    4973       2.0129       4.0757       2.4124
    4974       1.9714       3.9198       2.1918
    4975       2.0835       4.0918       2.3839
    4976       2.2230       4.0532       2.2707
    4977       2.2127       4.1060       2.1839
    4978       2.0642       4.0933       2.5023
    4979       2.0593       4.0010       2.1436
    4980       2.1733       4.1624       2.3414
    4981       2.0992       4.0565       2.3953
    4982       1.9740       3.9302       2.3148
    4983       2.0259       4.0572       2.2244
    4984       2.0055       3.8403       2.3628
    4985       2.0485       4.0341       2.3678
    4986       2.2506       4.2024       2.3016
    4987       2.0994       4.0923       2.5626
    4988       2.1478       4.1430       2.2912
    4989       2.1005       4.0669       2.2891
    4990       2.1780       4.1806       2.4172
    4991       2.0626       4.0667       2.4085
    4992       2.0073       4.0052       2.5058
    4993       2.0359       3.9461       2.2641
    4994       2.0000       3.9834       2.2846
    4995       2.0270       4.0313       2.2457
    4996       2.1249       3.9934       2.3067
    4997       2.0339       3.9704       2.0643
    4998       1.9879       4.0446       2.2500
    4999       2.1416       4.0547       2.3612
    5000       2.0298       3.9898       2.1947
    5001       2.0908       4.1166       2.4401
